layer,accuracy_mean,accuracy_std,macro_f1_mean,macro_f1_std,n_samples_mean,n_samples_std,auroc_mean,auroc_std,confusion_matrix,n_seeds
0,0.5714285714285714,0.0,0.475,0.0,14.0,0.0,0.5,0.0,"[[7, 3], [3, 1]]",5
1,0.6428571428571429,0.0,0.5906432748538011,0.0,14.0,0.0,0.475,0.0,"[[7, 3], [2, 2]]",5
2,0.6428571428571429,0.0,0.5238095238095237,0.0,14.0,0.0,0.5,0.0,"[[8, 2], [3, 1]]",5
3,0.6428571428571429,0.0,0.391304347826087,0.0,14.0,0.0,0.375,0.0,"[[9, 1], [4, 0]]",5
4,0.6428571428571429,0.0,0.391304347826087,0.0,14.0,0.0,0.375,0.0,"[[9, 1], [4, 0]]",5
5,0.7142857142857143,0.0,0.5757575757575758,0.0,14.0,0.0,0.55,0.0,"[[9, 1], [3, 1]]",5
6,0.6428571428571429,0.0,0.391304347826087,0.0,14.0,0.0,0.24999999999999994,2.7755575615628914e-17,"[[9, 1], [4, 0]]",5
7,0.7142857142857143,0.0,0.5757575757575758,0.0,14.0,0.0,0.525,0.0,"[[9, 1], [3, 1]]",5
8,0.7857142857142857,0.0,0.7142857142857142,0.0,14.0,0.0,0.525,0.0,"[[9, 1], [2, 2]]",5
9,0.7857142857142857,0.0,0.7142857142857142,0.0,14.0,0.0,0.525,0.0,"[[9, 1], [2, 2]]",5
10,0.8571428571428571,0.0,0.8444444444444444,0.0,14.0,0.0,0.95,1.1102230246251565e-16,"[[8, 2], [0, 4]]",5
11,0.7857142857142857,0.0,0.7543859649122806,0.0,14.0,0.0,0.9,0.0,"[[8, 2], [1, 3]]",5
12,0.8571428571428571,0.0,0.825,0.0,14.0,0.0,0.925,0.0,"[[9, 1], [1, 3]]",5
13,1.0,0.0,1.0,0.0,14.0,0.0,1.0,0.0,"[[10, 0], [0, 4]]",5
14,0.8571428571428571,0.0,0.7878787878787878,0.0,14.0,0.0,1.0,0.0,"[[10, 0], [2, 2]]",5
15,0.8571428571428571,0.0,0.7878787878787878,0.0,14.0,0.0,0.6000000000000001,0.0,"[[10, 0], [2, 2]]",5
16,0.8571428571428571,0.0,0.825,0.0,14.0,0.0,0.925,0.0,"[[9, 1], [1, 3]]",5
17,0.8571428571428571,0.0,0.825,0.0,14.0,0.0,0.95,1.1102230246251565e-16,"[[9, 1], [1, 3]]",5
18,0.8571428571428571,0.0,0.825,0.0,14.0,0.0,0.925,1.1102230246251565e-16,"[[9, 1], [1, 3]]",5
19,0.6428571428571429,0.0,0.391304347826087,0.0,14.0,0.0,0.6499999999999999,0.0,"[[9, 1], [4, 0]]",5
20,0.5714285714285714,0.0,0.475,0.0,14.0,0.0,0.575,0.0,"[[7, 3], [3, 1]]",5
21,0.6428571428571429,0.0,0.5238095238095237,0.0,14.0,0.0,0.45000000000000007,0.0,"[[8, 2], [3, 1]]",5
22,0.5714285714285714,0.0,0.36363636363636365,0.0,14.0,0.0,0.4,0.0,"[[8, 2], [4, 0]]",5
23,0.6428571428571429,0.0,0.391304347826087,0.0,14.0,0.0,0.0,0.0,"[[9, 1], [4, 0]]",5
24,0.6428571428571429,0.0,0.391304347826087,0.0,14.0,0.0,0.07500000000000001,0.0,"[[9, 1], [4, 0]]",5
25,0.6428571428571429,0.0,0.391304347826087,0.0,14.0,0.0,0.0,0.0,"[[9, 1], [4, 0]]",5
26,0.6428571428571429,0.0,0.391304347826087,0.0,14.0,0.0,0.0,0.0,"[[9, 1], [4, 0]]",5
27,0.6428571428571429,0.0,0.391304347826087,0.0,14.0,0.0,0.04999999999999999,0.0,"[[9, 1], [4, 0]]",5
28,0.6428571428571429,0.0,0.391304347826087,0.0,14.0,0.0,0.04999999999999999,0.0,"[[9, 1], [4, 0]]",5
29,0.6428571428571429,0.0,0.391304347826087,0.0,14.0,0.0,0.07499999999999998,0.0,"[[9, 1], [4, 0]]",5
30,0.6428571428571429,0.0,0.391304347826087,0.0,14.0,0.0,0.15,0.0,"[[9, 1], [4, 0]]",5
31,0.6428571428571429,0.0,0.391304347826087,0.0,14.0,0.0,0.024999999999999994,0.0,"[[9, 1], [4, 0]]",5
32,0.6428571428571429,0.0,0.391304347826087,0.0,14.0,0.0,0.09999999999999998,0.0,"[[9, 1], [4, 0]]",5
33,0.6428571428571429,0.0,0.391304347826087,0.0,14.0,0.0,0.425,5.551115123125783e-17,"[[9, 1], [4, 0]]",5
34,0.6428571428571429,0.0,0.391304347826087,0.0,14.0,0.0,0.225,0.0,"[[9, 1], [4, 0]]",5
35,0.6428571428571429,0.0,0.5238095238095237,0.0,14.0,0.0,0.25,0.0,"[[8, 2], [3, 1]]",5
