model,task_family,capability,cot_state,n,mean_delta,abs_mean_delta,ci_low_2.5,ci_high_97.5
Qwen3.5-2B-Base,Hybrid,CB,no_cot,25,0.11740694949609072,0.9656092836666309,-0.3760916212228593,0.6524765559375597
Qwen3.5-2B-Base,Hybrid,CB-control,no_cot,25,-1.0424146182600331,1.1517663033071828,-1.497026839052982,-0.6198455192930998
Qwen3.5-2B-Base,Hybrid,CP,with_cot,25,0.8134067072038694,1.0112278190071229,0.45711445345158097,1.1721798261616205
Qwen3.5-2B-Base,Hybrid,CB,with_cot,25,-0.5313998720522116,0.9769619235321492,-1.077286854417591,-0.042547980058829704
Qwen3.5-2B-Base,Hybrid,CB-control,with_cot,25,-1.3018436964064604,1.4520106922868872,-1.8280082602913035,-0.8289324625096449
Qwen3.5-2B,KB,KP,no_cot,25,0.3064702192716497,1.1859313841853527,-0.34192515900166687,1.0510604396941876
Qwen3.5-2B,KB,KD,no_cot,25,0.647448494400646,1.161558320724278,0.004604224559679835,1.3892249806746888
Qwen3.5-2B,KB,KB,no_cot,25,0.6839449805726775,1.45991447323644,-0.1134406498661193,1.4691896095280759
Qwen3.5-2B,KB,KP,with_cot,25,-1.6052864857643243,1.6242341348222789,-2.236102681847988,-1.026596710486443
Qwen3.5-2B,KB,KD,with_cot,25,-0.1889366568529409,0.624972690792511,-0.4785205015018266,0.13165446643672765
Qwen3.5-2B,KB,KB,with_cot,25,-0.13980748652979463,0.5902558014684889,-0.46842384380302016,0.21625932181860508
Qwen3.5-2B,RB,RP,no_cot,25,0.7224226755526891,1.0018113607791295,0.3139028795942264,1.1229176596733519
Qwen3.5-2B,RB,RB,no_cot,25,0.4063851242942647,0.5903937952969932,0.1073569117346557,0.7401374840331484
Qwen3.5-2B,RB,RD,no_cot,25,0.016754484550051744,1.055801921846079,-0.5112226296916293,0.5024801362571308
Qwen3.5-2B,RB,RP,with_cot,25,0.6518640559920599,0.7134709209212591,0.43677521459254937,0.8552331727279263
Qwen3.5-2B,RB,RB,with_cot,25,0.2926886548616347,0.4742437465719524,0.029139319518448,0.599144461270821
Qwen3.5-2B,RB,RD,with_cot,25,0.36474401880011315,0.7628748760066394,0.009615198922332523,0.7286532988801285
Qwen3.5-2B,Hybrid,CP,no_cot,25,1.6886508871574575,1.7075687124143974,1.2553185110698397,2.130704334980482
Qwen3.5-2B,Hybrid,CB,no_cot,25,-0.9159895295373474,1.4593646632380162,-1.5502130270042764,-0.308481676580105
Qwen3.5-2B,Hybrid,CB-control,no_cot,25,-1.3068784336494281,1.7782277509666358,-1.9897888237146661,-0.6249141907206506
Qwen3.5-2B,Hybrid,CP,with_cot,25,1.1614661618409057,1.2922435778963068,0.6622076787065793,1.717250067875891
