model,repair_axis,endpoint,metric,target_repair_fraction,fixed_tau_saturating_absolute_error,nearest_q10_absolute_error,log_linear_absolute_error,raw_linear_absolute_error
allenai/Olmo-3-7B-Instruct,EVD,Clean,bits_per_byte,0.2,0.0009460830641552231,0.006904708438079554,0.004980175155290034,0.004870350404593049
allenai/Olmo-3-7B-Instruct,EVD,Clean,mean_per_item_nll,0.2,0.0020868595347085517,0.015285470016615399,0.011055836438779387,0.010812234710084745
allenai/Olmo-3-7B-Instruct,EVD,EVD,bits_per_byte,0.2,0.0018219724921053615,0.006941303580382696,0.002447985668614372,0.002362590652777774
allenai/Olmo-3-7B-Instruct,EVD,EVD,mean_per_item_nll,0.2,0.00407191958079034,0.015381217420658011,0.005419475961760956,0.005230755013517108
allenai/Olmo-3-7B-Instruct,EVD,FMT,bits_per_byte,0.2,0.0003810539944714142,0.0008599342563645473,0.0005084103531782791,0.0005076682340124927
allenai/Olmo-3-7B-Instruct,EVD,FMT,mean_per_item_nll,0.2,0.0013160628790671591,0.0024559606930443234,0.0011705271188224842,0.0011678521806495201
allenai/Olmo-3-7B-Instruct,EVD,PARA,bits_per_byte,0.2,0.00043316562629547306,0.006403134829664703,0.006955743409215787,0.00681516097240209
allenai/Olmo-3-7B-Instruct,EVD,PARA,mean_per_item_nll,0.2,0.00014383839743592475,0.0134920982983604,0.01607033431628002,0.0157554270551179
allenai/Olmo-3-7B-Instruct,FMT,ANS,bits_per_byte,0.2,0.02405001458840561,0.03244101269747557,0.0022647789930806406,0.003170222279000323
allenai/Olmo-3-7B-Instruct,FMT,ANS,mean_per_item_nll,0.2,0.10418874877736828,0.14053997803602902,0.009811407335284184,0.013733941465234434
allenai/Olmo-3-7B-Instruct,FMT,Clean,bits_per_byte,0.2,0.005661933590698887,0.007141719495290522,0.0018220070358068163,0.001772783450151083
allenai/Olmo-3-7B-Instruct,FMT,Clean,mean_per_item_nll,0.2,0.012534239078780374,0.01588020100098797,0.00417896557755526,0.0040676808960729005
allenai/Olmo-3-7B-Instruct,FMT,EVD,bits_per_byte,0.2,0.00690252984339268,0.009813210814013429,0.0043318417404718534,0.004226697588039174
allenai/Olmo-3-7B-Instruct,FMT,EVD,mean_per_item_nll,0.2,0.015304659566282908,0.021810549272100577,0.00976287201581405,0.009526080669773673
allenai/Olmo-3-7B-Instruct,FMT,FMT,bits_per_byte,0.2,0.008716483507611672,0.02258056959367649,0.012644437940241393,0.014333474490230036
allenai/Olmo-3-7B-Instruct,FMT,FMT,mean_per_item_nll,0.2,0.016560710773649845,0.04401896562397334,0.026470550541263904,0.029801600171281972
allenai/Olmo-3-7B-Instruct,FMT,PARA,bits_per_byte,0.2,0.0051012714356371,0.004857638376612572,0.0028195356357851864,0.0028411888848292044
allenai/Olmo-3-7B-Instruct,FMT,PARA,mean_per_item_nll,0.2,0.010689009663090943,0.009622301336052796,0.006882699496683742,0.006928247058863857
allenai/Olmo-3-7B-Instruct,PARA,ANS,bits_per_byte,0.2,0.002503213812104721,0.0020002290137343115,3.84450905699385e-06,8.151944929979393e-06
allenai/Olmo-3-7B-Instruct,PARA,ANS,mean_per_item_nll,0.2,0.010844347476245186,0.008665331883400906,1.6655066334081425e-05,3.531561027658725e-05
allenai/Olmo-3-7B-Instruct,PARA,Clean,bits_per_byte,0.2,0.011713392241131437,0.0079661648211653,0.00902866588625506,0.009024565168938903
allenai/Olmo-3-7B-Instruct,PARA,Clean,mean_per_item_nll,0.2,0.025949880441803685,0.0176517840836512,0.020038118301829666,0.020029001083111897
allenai/Olmo-3-7B-Instruct,PARA,EVD,bits_per_byte,0.2,0.009643960694115883,0.006362162344464961,0.006703217830740016,0.006697095574982104
allenai/Olmo-3-7B-Instruct,PARA,EVD,mean_per_item_nll,0.2,0.021325441212355134,0.014080267818252334,0.01485030867204884,0.014836942885529503
allenai/Olmo-3-7B-Instruct,PARA,FMT,bits_per_byte,0.2,5.3243583700623986e-05,0.00010766521595262368,0.00038220568140256983,0.0003807726923715782
allenai/Olmo-3-7B-Instruct,PARA,FMT,mean_per_item_nll,0.2,0.00023075057209376304,0.00015981099710837832,0.000676579435552771,0.0006741349858441215
allenai/Olmo-3-7B-Instruct,PARA,PARA,bits_per_byte,0.2,0.011951039512714035,0.008496005755296965,0.00856049651940971,0.008552242966332946
allenai/Olmo-3-7B-Instruct,PARA,PARA,mean_per_item_nll,0.2,0.026683758813091263,0.018922576186391815,0.01898437550854082,0.018965926018945645
google/gemma-4-12B-it,ANS,ANS,bits_per_byte,0.2,0.08195188452073154,0.04913190781823118,0.09008667616996446,0.09206137012317783
google/gemma-4-12B-it,ANS,ANS,mean_per_item_nll,0.2,0.47337264747599406,0.28379702816448393,0.5203610466102324,0.5317673261613871
google/gemma-4-12B-it,ANS,Clean,bits_per_byte,0.2,0.05298176935363519,0.07550246418560436,0.0013997219163601748,0.0034070100874754594
google/gemma-4-12B-it,ANS,Clean,mean_per_item_nll,0.2,0.09788465650002709,0.1392515225294202,0.002182272794089224,0.006699373595117297
google/gemma-4-12B-it,ANS,EVD,bits_per_byte,0.2,0.04878095060934906,0.07151596134466232,0.010241527572502518,0.013151862602218234
google/gemma-4-12B-it,ANS,EVD,mean_per_item_nll,0.2,0.09076221931372164,0.13165954202376362,0.019236235477268604,0.024582483419834045
google/gemma-4-12B-it,ANS,FMT,bits_per_byte,0.2,0.025012779838580412,0.015882956731450015,0.03658022762980506,0.037147953591931904
google/gemma-4-12B-it,ANS,FMT,mean_per_item_nll,0.2,0.04434287728793018,0.024680452655281737,0.08012105349473075,0.08180932831323395
google/gemma-4-12B-it,ANS,PARA,bits_per_byte,0.2,0.057990342041866816,0.07420820795930405,0.012678188704250415,0.01586395097386495
google/gemma-4-12B-it,ANS,PARA,mean_per_item_nll,0.2,0.10832371138106911,0.13729982681313424,0.022795645306794787,0.02883658462777894
google/gemma-4-12B-it,EVD,ANS,bits_per_byte,0.2,0.004380850710715256,0.013073682343535897,0.009792447792493886,0.009778065739557529
google/gemma-4-12B-it,EVD,ANS,mean_per_item_nll,0.2,0.025304785988219614,0.07551655046631822,0.0565633964845631,0.05648032248920032
google/gemma-4-12B-it,EVD,Clean,bits_per_byte,0.2,0.020940332386776506,0.014876705495148634,0.014709155044390188,0.013844756176856321
google/gemma-4-12B-it,EVD,Clean,mean_per_item_nll,0.2,0.03831754587290792,0.026823721881725104,0.029232887016308773,0.027534806910676668
google/gemma-4-12B-it,EVD,EVD,bits_per_byte,0.2,0.01566915422560422,0.013338703592759682,0.010897342974911961,0.01027626236711665
google/gemma-4-12B-it,EVD,EVD,mean_per_item_nll,0.2,0.028971430177507473,0.024400985719915225,0.02158866078901811,0.020362636459165584
google/gemma-4-12B-it,EVD,FMT,bits_per_byte,0.2,0.015383596048798243,0.029181214285231905,0.012988283669058465,0.014601238252647919
google/gemma-4-12B-it,EVD,FMT,mean_per_item_nll,0.2,0.02953108809580418,0.054875089644397246,0.019941184918935928,0.023311604557129106
google/gemma-4-12B-it,EVD,PARA,bits_per_byte,0.2,0.014100909067724987,0.010596910864123621,0.009716873636123835,0.008869766962385284
google/gemma-4-12B-it,EVD,PARA,mean_per_item_nll,0.2,0.026654525235602522,0.019472517444633075,0.01913908302646461,0.017446489143171817
google/gemma-4-12B-it,FMT,ANS,bits_per_byte,0.2,0.02180411175391228,0.08687132379180129,0.1260209702939621,0.09357969465893823
google/gemma-4-12B-it,FMT,ANS,mean_per_item_nll,0.2,0.12594548822365148,0.5017884429816419,0.727925668755736,0.5405375125875302
google/gemma-4-12B-it,FMT,Clean,bits_per_byte,0.2,0.03286163111447782,0.23268495473026163,0.4033308463388614,0.2274104136794346
google/gemma-4-12B-it,FMT,Clean,mean_per_item_nll,0.2,0.07039537794033146,0.42583309592928886,0.7541544637369131,0.42595827824801624
google/gemma-4-12B-it,FMT,EVD,bits_per_byte,0.2,0.011934600284671859,0.23240089816597642,0.3760433506638696,0.21690439287726893
google/gemma-4-12B-it,FMT,EVD,mean_per_item_nll,0.2,0.026094735035428585,0.42671293130124965,0.6989672840802195,0.4033814581350086
google/gemma-4-12B-it,FMT,FMT,bits_per_byte,0.2,0.20638492807486986,0.005068171860430959,0.03887286430872794,0.040931862529051344
google/gemma-4-12B-it,FMT,FMT,mean_per_item_nll,0.2,0.3487818567188876,0.008762192368891197,0.07253031999271875,0.07656304881398146
google/gemma-4-12B-it,FMT,PARA,bits_per_byte,0.2,0.029375503260347546,0.24702139863029693,0.3010130777529718,0.16142502420028482
google/gemma-4-12B-it,FMT,PARA,mean_per_item_nll,0.2,0.04222750305339629,0.45091920656419315,0.5663128447874937,0.30471796916298066
google/gemma-4-12B-it,PARA,ANS,bits_per_byte,0.2,0.009504664029106658,0.008824458548327363,0.004550591761989686,0.004447069484896926
google/gemma-4-12B-it,PARA,ANS,mean_per_item_nll,0.2,0.054901092282874764,0.05097207135617676,0.02628524874751914,0.025687280626753406
google/gemma-4-12B-it,PARA,Clean,bits_per_byte,0.2,0.0025408284658853253,0.0034684019339101813,0.009152018050376576,0.009717495927077269
google/gemma-4-12B-it,PARA,Clean,mean_per_item_nll,0.2,0.004748726028112715,0.006686500282763408,0.017639766327206097,0.018690935999754466
google/gemma-4-12B-it,PARA,EVD,bits_per_byte,0.2,0.0005247602299027765,0.0023684634259892867,0.01357132069668232,0.014253193504902395
google/gemma-4-12B-it,PARA,EVD,mean_per_item_nll,0.2,0.0007425054158842759,0.004386231370031801,0.024153331410238676,0.025385521426030122
google/gemma-4-12B-it,PARA,FMT,bits_per_byte,0.2,0.02673734237333547,0.02449131799427251,0.03073046084271991,0.03096903970711251
google/gemma-4-12B-it,PARA,FMT,mean_per_item_nll,0.2,0.06448867967183158,0.05654426857259853,0.07129752658499511,0.07163780648718587
google/gemma-4-12B-it,PARA,PARA,bits_per_byte,0.2,0.0002089175386383868,0.0027800724490257833,0.01534225530676192,0.01600999048315399
google/gemma-4-12B-it,PARA,PARA,mean_per_item_nll,0.2,0.0019546287155698394,0.0065141435411675275,0.029716637290284398,0.03096355424268049
meta-llama/Llama-3.1-8B-Instruct,ANS,ANS,bits_per_byte,0.2,0.16999458952580593,0.102117274758313,0.2164059247016259,0.23328678392847835
meta-llama/Llama-3.1-8B-Instruct,ANS,ANS,bits_per_byte,0.4,0.2991330418316127,0.20174576394600607,0.49762001257820776,0.5952542914565022
meta-llama/Llama-3.1-8B-Instruct,ANS,ANS,bits_per_byte,0.8,0.34594439303904323,0.24412348354051372,0.7735452112585356,
meta-llama/Llama-3.1-8B-Instruct,ANS,ANS,mean_per_item_nll,0.2,0.7364454402516105,0.44238938178243714,0.9375072285212491,1.0106379783870127
meta-llama/Llama-3.1-8B-Instruct,ANS,ANS,mean_per_item_nll,0.4,1.2958951534868919,0.8739969216817904,2.1557744294299344,2.5787427114955173
meta-llama/Llama-3.1-8B-Instruct,ANS,ANS,mean_per_item_nll,0.8,1.4986898791595902,1.0575844020286205,3.351129263871884,
meta-llama/Llama-3.1-8B-Instruct,ANS,Clean,bits_per_byte,0.2,0.10262561132687265,0.013971848087155347,0.07581298319742058,0.07956531101985931
meta-llama/Llama-3.1-8B-Instruct,ANS,Clean,bits_per_byte,0.4,0.17146918888281681,0.04995169404407962,0.22375679694015516,0.24673208284219128
meta-llama/Llama-3.1-8B-Instruct,ANS,Clean,bits_per_byte,0.8,0.2305043209533244,0.10402674271035584,0.4622484400986543,0.5631809832392832
meta-llama/Llama-3.1-8B-Instruct,ANS,Clean,mean_per_item_nll,0.2,0.22739153909191545,0.031277622600792476,0.16782374041820702,0.1761106458631776
meta-llama/Llama-3.1-8B-Instruct,ANS,Clean,mean_per_item_nll,0.4,0.3795440418521796,0.11074799916355493,0.49450892703912164,0.5452470689507112
meta-llama/Llama-3.1-8B-Instruct,ANS,Clean,mean_per_item_nll,0.8,0.5108125637448095,0.23104670150879647,1.0219968584416097,1.2448778643454943
meta-llama/Llama-3.1-8B-Instruct,ANS,EVD,bits_per_byte,0.2,0.11800000396964738,0.018016021403223004,0.10210025937787792,0.1084210349807937
meta-llama/Llama-3.1-8B-Instruct,ANS,EVD,bits_per_byte,0.4,0.19830321615048563,0.06067589462511802,0.29347959728085604,0.3318909353578303
meta-llama/Llama-3.1-8B-Instruct,ANS,EVD,bits_per_byte,0.8,0.25439446781454356,0.1111039612767124,0.5775499059818755,0.7439390563197079
meta-llama/Llama-3.1-8B-Instruct,ANS,EVD,mean_per_item_nll,0.2,0.2619316697786864,0.04061228258119476,0.2268555249119597,0.2408943536733732
meta-llama/Llama-3.1-8B-Instruct,ANS,EVD,mean_per_item_nll,0.4,0.4398111636451616,0.13516771462505117,0.6507128250139891,0.7360139279015867
meta-llama/Llama-3.1-8B-Instruct,ANS,EVD,mean_per_item_nll,0.8,0.5646049396508603,0.24742642280292992,1.2799966117503012,1.6494009204481794
meta-llama/Llama-3.1-8B-Instruct,ANS,FMT,bits_per_byte,0.2,0.012165569195640824,0.03182683168857969,0.01743907005208689,0.02182364063308928
meta-llama/Llama-3.1-8B-Instruct,ANS,FMT,bits_per_byte,0.4,0.023086155474553727,0.006541814764730036,0.12805638672435604,0.154409602200277
meta-llama/Llama-3.1-8B-Instruct,ANS,FMT,bits_per_byte,0.8,0.018529140173155545,0.012615929593638553,0.25101714164514827,0.3629373766580444
meta-llama/Llama-3.1-8B-Instruct,ANS,FMT,mean_per_item_nll,0.2,0.05255703556837332,0.09244901567847608,0.015723717548238314,0.024767358472287615
meta-llama/Llama-3.1-8B-Instruct,ANS,FMT,mean_per_item_nll,0.4,0.010654566253796238,0.050054972676568,0.24700749679055356,0.3015941497757231
meta-llama/Llama-3.1-8B-Instruct,ANS,FMT,mean_per_item_nll,0.8,0.025887524320055588,0.08976829738794545,0.4971806343456928,0.7307463216674004
meta-llama/Llama-3.1-8B-Instruct,ANS,PARA,bits_per_byte,0.2,0.10133395660749955,0.01256912745537142,0.0810013395661342,0.08538423938871564
meta-llama/Llama-3.1-8B-Instruct,ANS,PARA,bits_per_byte,0.4,0.16249508877188745,0.040349875187845274,0.23200843473956567,0.2587952109878784
meta-llama/Llama-3.1-8B-Instruct,ANS,PARA,bits_per_byte,0.8,0.21240854735799775,0.08522359178035877,0.4776596109101373,0.5949293753137693
meta-llama/Llama-3.1-8B-Instruct,ANS,PARA,mean_per_item_nll,0.2,0.22273119685605414,0.0275237027253028,0.17684980131499284,0.18638365521828693
meta-llama/Llama-3.1-8B-Instruct,ANS,PARA,mean_per_item_nll,0.4,0.35611825688652,0.08759450228646815,0.5059032630665752,0.564174359765421
meta-llama/Llama-3.1-8B-Instruct,ANS,PARA,mean_per_item_nll,0.8,0.4667930532868727,0.1872007000777458,1.044083460285491,1.2992203675286356
meta-llama/Llama-3.1-8B-Instruct,EVD,ANS,bits_per_byte,0.2,0.00027982778876456393,0.021272740189374528,0.04223658906514005,0.04621987229046054
meta-llama/Llama-3.1-8B-Instruct,EVD,ANS,bits_per_byte,0.4,0.024805615899938793,0.05720373837974846,0.12082385586937283,0.14527409905975697
meta-llama/Llama-3.1-8B-Instruct,EVD,ANS,bits_per_byte,0.8,0.0624622185118503,0.09660018883971078,0.267983204290386,0.3758480985191353
meta-llama/Llama-3.1-8B-Instruct,EVD,ANS,mean_per_item_nll,0.2,0.0012122615176526352,0.09215712428155776,0.18297607891856726,0.20023233852483413
meta-llama/Llama-3.1-8B-Instruct,EVD,ANS,mean_per_item_nll,0.4,0.10746214201934734,0.2478163123463215,0.5234294690014796,0.6293520760728541
meta-llama/Llama-3.1-8B-Instruct,EVD,ANS,mean_per_item_nll,0.8,0.27059694158130165,0.41848842834877464,1.160948765570628,1.6282378112959681
meta-llama/Llama-3.1-8B-Instruct,EVD,Clean,bits_per_byte,0.2,0.026832315742989055,0.006739870238937851,0.056690377217909704,0.060367808699528513
meta-llama/Llama-3.1-8B-Instruct,EVD,Clean,bits_per_byte,0.4,0.08804111551118221,0.03888068242286913,0.21759246444099523,0.24020371923826822
meta-llama/Llama-3.1-8B-Instruct,EVD,Clean,bits_per_byte,0.8,0.023378605904287975,0.028158210025773345,0.3415333032772886,0.4415955425434912
meta-llama/Llama-3.1-8B-Instruct,EVD,Clean,mean_per_item_nll,0.2,0.05976572875862507,0.014515217670751923,0.12534935469960695,0.1334405757198347
meta-llama/Llama-3.1-8B-Instruct,EVD,Clean,mean_per_item_nll,0.4,0.19554466083291278,0.08680638173875588,0.48091880316605895,0.5306737619105157
meta-llama/Llama-3.1-8B-Instruct,EVD,Clean,mean_per_item_nll,0.8,0.05258279569794633,0.06140842583219053,0.7540605512179719,0.9742821279019158
meta-llama/Llama-3.1-8B-Instruct,EVD,EVD,bits_per_byte,0.2,0.043699527258080906,0.015694108855679012,0.1110313012574109,0.1245967981578866
meta-llama/Llama-3.1-8B-Instruct,EVD,EVD,bits_per_byte,0.4,0.17842252949036919,0.09085585954707409,0.4309379965207192,0.5117285805877706
meta-llama/Llama-3.1-8B-Instruct,EVD,EVD,bits_per_byte,0.8,0.3035779615354588,0.21174551801288422,0.8562085082833961,1.1937818671078424
meta-llama/Llama-3.1-8B-Instruct,EVD,EVD,mean_per_item_nll,0.2,0.09756451663809296,0.03399522726201898,0.24667150839239005,0.27678229282441436
meta-llama/Llama-3.1-8B-Instruct,EVD,EVD,mean_per_item_nll,0.4,0.3965288887541423,0.20257125279821286,0.9556023878378739,1.134903813057513
meta-llama/Llama-3.1-8B-Instruct,EVD,EVD,mean_per_item_nll,0.8,0.673585673365467,0.4701804764690243,1.8966268193359643,2.645623117074058
meta-llama/Llama-3.1-8B-Instruct,EVD,FMT,bits_per_byte,0.2,0.07015507911272512,0.05327131251813666,0.08022562683720125,0.08158140792632718
meta-llama/Llama-3.1-8B-Instruct,EVD,FMT,bits_per_byte,0.4,0.13326355487378116,0.10890738046461279,0.18548455971179634,0.19383766668918434
meta-llama/Llama-3.1-8B-Instruct,EVD,FMT,bits_per_byte,0.8,0.1501344031945282,0.12464004996900924,0.2856896021188776,0.32281071782634285
meta-llama/Llama-3.1-8B-Instruct,EVD,FMT,mean_per_item_nll,0.2,0.1748710062490635,0.12245004154713302,0.2024960925493582,0.20723589840863377
meta-llama/Llama-3.1-8B-Instruct,EVD,FMT,mean_per_item_nll,0.4,0.27014581765466716,0.1949189534738367,0.42022922707940347,0.4492765240583394
meta-llama/Llama-3.1-8B-Instruct,EVD,FMT,mean_per_item_nll,0.8,0.21434920413082215,0.1356566464858835,0.6013175654948545,0.7291576445163896
meta-llama/Llama-3.1-8B-Instruct,EVD,PARA,bits_per_byte,0.2,0.03125491298069094,0.001559487164805251,0.07343507933667692,0.07807666375903421
meta-llama/Llama-3.1-8B-Instruct,EVD,PARA,bits_per_byte,0.4,0.08530784459271845,0.03635040070424678,0.24681147077455878,0.2752588534757654
meta-llama/Llama-3.1-8B-Instruct,EVD,PARA,bits_per_byte,0.8,0.00923899996158628,0.04217992247969504,0.3901141776684873,0.5152731339871819
meta-llama/Llama-3.1-8B-Instruct,EVD,PARA,mean_per_item_nll,0.2,0.07035213183562661,0.0021539585381331605,0.16223340203529046,0.1724068591282184
meta-llama/Llama-3.1-8B-Instruct,EVD,PARA,mean_per_item_nll,0.4,0.1900644915475942,0.0819836136543759,0.5433139027581415,0.6056660666534301
meta-llama/Llama-3.1-8B-Instruct,EVD,PARA,mean_per_item_nll,0.8,0.026674826014804864,0.08683025537802314,0.8607589589096418,1.135095468286437
meta-llama/Llama-3.1-8B-Instruct,FMT,ANS,bits_per_byte,0.2,0.011965609839034386,0.012193371902204264,0.0037924775681170697,0.004232041587681978
meta-llama/Llama-3.1-8B-Instruct,FMT,ANS,bits_per_byte,0.4,0.039510596935543485,0.04089626230123711,0.005603291433261326,0.008379978168421731
meta-llama/Llama-3.1-8B-Instruct,FMT,ANS,bits_per_byte,0.8,0.13399116303697667,0.13555413536801753,0.033511717605839264,0.020576240938813495
meta-llama/Llama-3.1-8B-Instruct,FMT,ANS,mean_per_item_nll,0.2,0.051837054522543724,0.05282375847207277,0.016429657085482496,0.018333923090714244
meta-llama/Llama-3.1-8B-Instruct,FMT,ANS,mean_per_item_nll,0.4,0.17116661792570387,0.17716955568464066,0.024274410367629784,0.03630348900372038
meta-llama/Llama-3.1-8B-Instruct,FMT,ANS,mean_per_item_nll,0.8,0.5804724804939285,0.5872435421473909,0.14517845358880432,0.08913977120788097
meta-llama/Llama-3.1-8B-Instruct,FMT,Clean,bits_per_byte,0.2,0.010369382218517798,0.0464111399057443,0.006257252807728042,0.008326546657579703
meta-llama/Llama-3.1-8B-Instruct,FMT,Clean,bits_per_byte,0.4,0.10645483585412308,0.15800063501414652,0.00669910771248361,0.006212424675825723
meta-llama/Llama-3.1-8B-Instruct,FMT,Clean,bits_per_byte,0.8,0.10186814638665997,0.15577122361576867,0.16865199492368654,0.22739258232749981
meta-llama/Llama-3.1-8B-Instruct,FMT,Clean,mean_per_item_nll,0.2,0.022568028581654964,0.10253167838377841,0.014096610018250466,0.018680338132964103
meta-llama/Llama-3.1-8B-Instruct,FMT,Clean,mean_per_item_nll,0.4,0.23449298977109567,0.3488376066470025,0.01380253237247997,0.014798442903225073
meta-llama/Llama-3.1-8B-Instruct,FMT,Clean,mean_per_item_nll,0.8,0.22317774741455088,0.3427496510469945,0.37561194036375056,0.5057344645702038
meta-llama/Llama-3.1-8B-Instruct,FMT,EVD,bits_per_byte,0.2,0.014411988493275185,0.04880468091310042,0.008620194516429258,0.011113385522583563
meta-llama/Llama-3.1-8B-Instruct,FMT,EVD,bits_per_byte,0.4,0.11621859820920122,0.1659039826781814,0.0016457028539569318,0.013850216628870315
meta-llama/Llama-3.1-8B-Instruct,FMT,EVD,bits_per_byte,0.8,0.08681136352717878,0.13882241074433965,0.2106157831570592,0.28060405430544777
meta-llama/Llama-3.1-8B-Instruct,FMT,EVD,mean_per_item_nll,0.2,0.03146609621266405,0.10799807117677496,0.018410888998024788,0.02387644177925141
meta-llama/Llama-3.1-8B-Instruct,FMT,EVD,mean_per_item_nll,0.4,0.2562072018739374,0.36667178302679204,0.0050227051143818535,0.028951755841287508
meta-llama/Llama-3.1-8B-Instruct,FMT,EVD,mean_per_item_nll,0.8,0.18979124157153704,0.30541597847528257,0.4642201240843753,0.6177056122169031
meta-llama/Llama-3.1-8B-Instruct,FMT,FMT,bits_per_byte,0.2,0.1425360376045149,0.0389705618638414,0.018584564965882677,0.013407433614134101
meta-llama/Llama-3.1-8B-Instruct,FMT,FMT,bits_per_byte,0.4,0.24501146222409986,0.11340157233699111,0.07970874934846384,0.0437324140969354
meta-llama/Llama-3.1-8B-Instruct,FMT,FMT,bits_per_byte,0.8,0.31230023433995185,0.17654987557490043,0.3947932199786006,0.1900960927709281
meta-llama/Llama-3.1-8B-Instruct,FMT,FMT,mean_per_item_nll,0.2,0.320614546373979,0.06532056041936896,0.01860015300622453,0.013034636158399948
meta-llama/Llama-3.1-8B-Instruct,FMT,FMT,mean_per_item_nll,0.4,0.5172956301913587,0.19250401625467717,0.08041120362524423,0.04256157347862999
meta-llama/Llama-3.1-8B-Instruct,FMT,FMT,mean_per_item_nll,0.8,0.6342213559772704,0.2992841785824547,0.4545230924417263,0.24920219746192873
meta-llama/Llama-3.1-8B-Instruct,FMT,PARA,bits_per_byte,0.2,0.008382851429841853,0.04927693948665901,0.017872870911724625,0.017118898612495714
meta-llama/Llama-3.1-8B-Instruct,FMT,PARA,bits_per_byte,0.4,0.11900410206846312,0.17563774263697085,0.0839193260141653,0.07916362001448052
meta-llama/Llama-3.1-8B-Instruct,FMT,PARA,bits_per_byte,0.8,0.12241837290390145,0.18144753039755712,0.021568063836480578,0.04365875572158684
meta-llama/Llama-3.1-8B-Instruct,FMT,PARA,mean_per_item_nll,0.2,0.018526823124308756,0.10935811318094979,0.03946071041466315,0.03775579061341938
meta-llama/Llama-3.1-8B-Instruct,FMT,PARA,mean_per_item_nll,0.4,0.2581267738844435,0.38391974714548427,0.17986349444159666,0.16911277944289305
meta-llama/Llama-3.1-8B-Instruct,FMT,PARA,mean_per_item_nll,0.8,0.26034738705072513,0.39146104429579465,0.059845252350311906,0.1097552136769182
meta-llama/Llama-3.1-8B-Instruct,PARA,ANS,bits_per_byte,0.2,0.005061913158173503,0.0054562845793904025,0.006596026637777808,0.0067902669652708525
meta-llama/Llama-3.1-8B-Instruct,PARA,ANS,bits_per_byte,0.4,0.0009441202223379186,0.0004907868841119711,0.0022595431696645907,0.003511160273529157
meta-llama/Llama-3.1-8B-Instruct,PARA,ANS,bits_per_byte,0.8,0.009833140985097133,0.0093703743655551,0.006099845012250249,3.2497664392394654e-05
meta-llama/Llama-3.1-8B-Instruct,PARA,ANS,mean_per_item_nll,0.2,0.021929067711420558,0.023637551703357573,0.028575107917962583,0.029416590013917165
meta-llama/Llama-3.1-8B-Instruct,PARA,ANS,mean_per_item_nll,0.4,0.004090089188895085,0.002126172156112993,0.00978872485879112,0.015210942775565783
meta-llama/Llama-3.1-8B-Instruct,PARA,ANS,mean_per_item_nll,0.8,0.04259883718667723,0.04059405357672308,0.02642556482558689,0.0001407854028050437
meta-llama/Llama-3.1-8B-Instruct,PARA,Clean,bits_per_byte,0.2,0.02661214978345794,0.009099235480732215,0.07861800191627744,0.07099261008713875
meta-llama/Llama-3.1-8B-Instruct,PARA,Clean,bits_per_byte,0.4,0.0022058470683972153,0.01577999661057139,0.3092071052345271,0.25605553331418474
meta-llama/Llama-3.1-8B-Instruct,PARA,Clean,bits_per_byte,0.8,0.03337142572031837,0.05142801357192184,0.9167338737108004,0.6120709325470195
meta-llama/Llama-3.1-8B-Instruct,PARA,Clean,mean_per_item_nll,0.2,0.05866388720437721,0.019996800755390343,0.17384245687431488,0.15701816627511755
meta-llama/Llama-3.1-8B-Instruct,PARA,Clean,mean_per_item_nll,0.4,0.004662076863408693,0.0350382667160436,0.6833447556975241,0.5660831678075673
meta-llama/Llama-3.1-8B-Instruct,PARA,Clean,mean_per_item_nll,0.8,0.0742817229209014,0.11413662195008323,2.025258117180653,1.3532413911636385
meta-llama/Llama-3.1-8B-Instruct,PARA,EVD,bits_per_byte,0.2,0.02399770227022402,0.009767278958802361,0.08273189624450761,0.07449888380179082
meta-llama/Llama-3.1-8B-Instruct,PARA,EVD,bits_per_byte,0.4,0.007694347981641592,0.020966495425700726,0.3312279045551352,0.27376498370748004
meta-llama/Llama-3.1-8B-Instruct,PARA,EVD,bits_per_byte,0.8,0.04596241570146975,0.059085118435560746,0.9793247823379276,0.6489482577597123
meta-llama/Llama-3.1-8B-Instruct,PARA,EVD,mean_per_item_nll,0.2,0.05309566317253722,0.021637608870262337,0.18299891027431725,0.16479627454328938
meta-llama/Llama-3.1-8B-Instruct,PARA,EVD,mean_per_item_nll,0.4,0.017096840963995774,0.0464267720454159,0.7327794104084315,0.6057284222860706
meta-llama/Llama-3.1-8B-Instruct,PARA,EVD,mean_per_item_nll,0.8,0.10197265550480106,0.13097075212980958,2.166529808823254,1.4360079360246698
meta-llama/Llama-3.1-8B-Instruct,PARA,FMT,bits_per_byte,0.2,0.02696951037020401,0.017403019176132184,0.003401657614280462,0.00501372144458978
meta-llama/Llama-3.1-8B-Instruct,PARA,FMT,bits_per_byte,0.4,0.018207193481102224,0.006241370400497992,0.04148682179552177,0.030926522794129108
meta-llama/Llama-3.1-8B-Instruct,PARA,FMT,bits_per_byte,0.8,0.024281947007249616,0.0366147620674544,0.17648656904537052,0.12333984618825089
meta-llama/Llama-3.1-8B-Instruct,PARA,FMT,mean_per_item_nll,0.2,0.06974285215612452,0.04818684946928031,0.006718712497054469,0.012324203894984453
meta-llama/Llama-3.1-8B-Instruct,PARA,FMT,mean_per_item_nll,0.4,0.054370348489281684,0.02798250544140113,0.11649904098382358,0.07960543128148645
