stage,domain,model,arm,seed,group,metric,value,checkpoint_sha256,source
volume3968,Math,Qwen/Qwen3.5-9B,uniform_matched_q,73,FMT,nll,1.1755155333334992,98b547bdf2d03b6991f34718da5e57d4c9e4dfc1e7065872f82d31a01f2399ca,/mnt/hdfs/xwqu/five_component_multimodel_volume_validation_v1/batch03_qwen35_9_qwen25_olmo_gemma_n3968/results/node4/volume-mm-v1-qwen35-9b-n3968-uniform_matched_q-s73/CALIBRATION_RESULT_BUNDLE.json
volume3968,Math,Qwen/Qwen3.5-9B,uniform_matched_q,73,FMT,bpb,0.735927631339379,98b547bdf2d03b6991f34718da5e57d4c9e4dfc1e7065872f82d31a01f2399ca,/mnt/hdfs/xwqu/five_component_multimodel_volume_validation_v1/batch03_qwen35_9_qwen25_olmo_gemma_n3968/results/node4/volume-mm-v1-qwen35-9b-n3968-uniform_matched_q-s73/CALIBRATION_RESULT_BUNDLE.json
volume3968,Math,Qwen/Qwen3.5-9B,uniform_matched_q,73,ANS,gen,0.9759,98b547bdf2d03b6991f34718da5e57d4c9e4dfc1e7065872f82d31a01f2399ca,/mnt/hdfs/xwqu/five_component_multimodel_volume_validation_v1/batch03_qwen35_9_qwen25_olmo_gemma_n3968/results/node4/volume-mm-v1-qwen35-9b-n3968-uniform_matched_q-s73/CALIBRATION_RESULT_BUNDLE.json
volume3968,Math,Qwen/Qwen3.5-9B,uniform_matched_q,73,ANS,nll,3.476962446472743,98b547bdf2d03b6991f34718da5e57d4c9e4dfc1e7065872f82d31a01f2399ca,/mnt/hdfs/xwqu/five_component_multimodel_volume_validation_v1/batch03_qwen35_9_qwen25_olmo_gemma_n3968/results/node4/volume-mm-v1-qwen35-9b-n3968-uniform_matched_q-s73/CALIBRATION_RESULT_BUNDLE.json
volume3968,Math,Qwen/Qwen3.5-9B,uniform_matched_q,73,ANS,bpb,0.8025914366213415,98b547bdf2d03b6991f34718da5e57d4c9e4dfc1e7065872f82d31a01f2399ca,/mnt/hdfs/xwqu/five_component_multimodel_volume_validation_v1/batch03_qwen35_9_qwen25_olmo_gemma_n3968/results/node4/volume-mm-v1-qwen35-9b-n3968-uniform_matched_q-s73/CALIBRATION_RESULT_BUNDLE.json
volume3968,Math,Qwen/Qwen3.5-9B,uniform_matched_q,73,EVD,gen,0.69,98b547bdf2d03b6991f34718da5e57d4c9e4dfc1e7065872f82d31a01f2399ca,/mnt/hdfs/xwqu/five_component_multimodel_volume_validation_v1/batch03_qwen35_9_qwen25_olmo_gemma_n3968/results/node4/volume-mm-v1-qwen35-9b-n3968-uniform_matched_q-s73/CALIBRATION_RESULT_BUNDLE.json
volume3968,Math,Qwen/Qwen3.5-9B,uniform_matched_q,73,EVD,nll,1.8758990713306252,98b547bdf2d03b6991f34718da5e57d4c9e4dfc1e7065872f82d31a01f2399ca,/mnt/hdfs/xwqu/five_component_multimodel_volume_validation_v1/batch03_qwen35_9_qwen25_olmo_gemma_n3968/results/node4/volume-mm-v1-qwen35-9b-n3968-uniform_matched_q-s73/CALIBRATION_RESULT_BUNDLE.json
volume3968,Math,Qwen/Qwen3.5-9B,uniform_matched_q,73,EVD,bpb,1.0242114636263475,98b547bdf2d03b6991f34718da5e57d4c9e4dfc1e7065872f82d31a01f2399ca,/mnt/hdfs/xwqu/five_component_multimodel_volume_validation_v1/batch03_qwen35_9_qwen25_olmo_gemma_n3968/results/node4/volume-mm-v1-qwen35-9b-n3968-uniform_matched_q-s73/CALIBRATION_RESULT_BUNDLE.json
volume3968,Math,Qwen/Qwen3.5-9B,uniform_matched_q,73,PARA,gen,0.84,98b547bdf2d03b6991f34718da5e57d4c9e4dfc1e7065872f82d31a01f2399ca,/mnt/hdfs/xwqu/five_component_multimodel_volume_validation_v1/batch03_qwen35_9_qwen25_olmo_gemma_n3968/results/node4/volume-mm-v1-qwen35-9b-n3968-uniform_matched_q-s73/CALIBRATION_RESULT_BUNDLE.json
volume3968,Math,Qwen/Qwen3.5-9B,uniform_matched_q,73,PARA,nll,1.9085010617494655,98b547bdf2d03b6991f34718da5e57d4c9e4dfc1e7065872f82d31a01f2399ca,/mnt/hdfs/xwqu/five_component_multimodel_volume_validation_v1/batch03_qwen35_9_qwen25_olmo_gemma_n3968/results/node4/volume-mm-v1-qwen35-9b-n3968-uniform_matched_q-s73/CALIBRATION_RESULT_BUNDLE.json
volume3968,Math,Qwen/Qwen3.5-9B,uniform_matched_q,73,PARA,bpb,1.0451548618526045,98b547bdf2d03b6991f34718da5e57d4c9e4dfc1e7065872f82d31a01f2399ca,/mnt/hdfs/xwqu/five_component_multimodel_volume_validation_v1/batch03_qwen35_9_qwen25_olmo_gemma_n3968/results/node4/volume-mm-v1-qwen35-9b-n3968-uniform_matched_q-s73/CALIBRATION_RESULT_BUNDLE.json
volume3968,Math,Qwen/Qwen2.5-7B-Instruct,clean,72,Clean,gen,0.8639,63da1795466ab258cffd134f6b7817880bf047fc14535568cdc8f21a385d0c10,/mnt/hdfs/xwqu/five_component_multimodel_volume_validation_v1/batch03_qwen35_9_qwen25_olmo_gemma_n3968/results/node2/volume-mm-v1-qwen25-7b-n3968-clean-s72/CALIBRATION_RESULT_BUNDLE.json
volume3968,Math,Qwen/Qwen2.5-7B-Instruct,clean,72,Clean,nll,4.1161486977774,63da1795466ab258cffd134f6b7817880bf047fc14535568cdc8f21a385d0c10,/mnt/hdfs/xwqu/five_component_multimodel_volume_validation_v1/batch03_qwen35_9_qwen25_olmo_gemma_n3968/results/node2/volume-mm-v1-qwen25-7b-n3968-clean-s72/CALIBRATION_RESULT_BUNDLE.json
volume3968,Math,Qwen/Qwen2.5-7B-Instruct,clean,72,Clean,bpb,2.2394059999531963,63da1795466ab258cffd134f6b7817880bf047fc14535568cdc8f21a385d0c10,/mnt/hdfs/xwqu/five_component_multimodel_volume_validation_v1/batch03_qwen35_9_qwen25_olmo_gemma_n3968/results/node2/volume-mm-v1-qwen25-7b-n3968-clean-s72/CALIBRATION_RESULT_BUNDLE.json
volume3968,Math,Qwen/Qwen2.5-7B-Instruct,clean,72,FMT,gen,0.2155,63da1795466ab258cffd134f6b7817880bf047fc14535568cdc8f21a385d0c10,/mnt/hdfs/xwqu/five_component_multimodel_volume_validation_v1/batch03_qwen35_9_qwen25_olmo_gemma_n3968/results/node2/volume-mm-v1-qwen25-7b-n3968-clean-s72/CALIBRATION_RESULT_BUNDLE.json
volume3968,Math,Qwen/Qwen2.5-7B-Instruct,clean,72,FMT,nll,1.3769700241103926,63da1795466ab258cffd134f6b7817880bf047fc14535568cdc8f21a385d0c10,/mnt/hdfs/xwqu/five_component_multimodel_volume_validation_v1/batch03_qwen35_9_qwen25_olmo_gemma_n3968/results/node2/volume-mm-v1-qwen25-7b-n3968-clean-s72/CALIBRATION_RESULT_BUNDLE.json
volume3968,Math,Qwen/Qwen2.5-7B-Instruct,clean,72,FMT,bpb,0.8367033925116637,63da1795466ab258cffd134f6b7817880bf047fc14535568cdc8f21a385d0c10,/mnt/hdfs/xwqu/five_component_multimodel_volume_validation_v1/batch03_qwen35_9_qwen25_olmo_gemma_n3968/results/node2/volume-mm-v1-qwen25-7b-n3968-clean-s72/CALIBRATION_RESULT_BUNDLE.json
volume3968,Math,Qwen/Qwen2.5-7B-Instruct,clean,72,ANS,gen,0.3333,63da1795466ab258cffd134f6b7817880bf047fc14535568cdc8f21a385d0c10,/mnt/hdfs/xwqu/five_component_multimodel_volume_validation_v1/batch03_qwen35_9_qwen25_olmo_gemma_n3968/results/node2/volume-mm-v1-qwen25-7b-n3968-clean-s72/CALIBRATION_RESULT_BUNDLE.json
volume3968,Math,Qwen/Qwen2.5-7B-Instruct,clean,72,ANS,nll,5.55809777804865,63da1795466ab258cffd134f6b7817880bf047fc14535568cdc8f21a385d0c10,/mnt/hdfs/xwqu/five_component_multimodel_volume_validation_v1/batch03_qwen35_9_qwen25_olmo_gemma_n3968/results/node2/volume-mm-v1-qwen25-7b-n3968-clean-s72/CALIBRATION_RESULT_BUNDLE.json
volume3968,Math,Qwen/Qwen2.5-7B-Instruct,clean,72,ANS,bpb,1.2829824161866805,63da1795466ab258cffd134f6b7817880bf047fc14535568cdc8f21a385d0c10,/mnt/hdfs/xwqu/five_component_multimodel_volume_validation_v1/batch03_qwen35_9_qwen25_olmo_gemma_n3968/results/node2/volume-mm-v1-qwen25-7b-n3968-clean-s72/CALIBRATION_RESULT_BUNDLE.json
volume3968,Math,Qwen/Qwen2.5-7B-Instruct,clean,72,EVD,gen,0.7883,63da1795466ab258cffd134f6b7817880bf047fc14535568cdc8f21a385d0c10,/mnt/hdfs/xwqu/five_component_multimodel_volume_validation_v1/batch03_qwen35_9_qwen25_olmo_gemma_n3968/results/node2/volume-mm-v1-qwen25-7b-n3968-clean-s72/CALIBRATION_RESULT_BUNDLE.json
volume3968,Math,Qwen/Qwen2.5-7B-Instruct,clean,72,EVD,nll,4.10715154405399,63da1795466ab258cffd134f6b7817880bf047fc14535568cdc8f21a385d0c10,/mnt/hdfs/xwqu/five_component_multimodel_volume_validation_v1/batch03_qwen35_9_qwen25_olmo_gemma_n3968/results/node2/volume-mm-v1-qwen25-7b-n3968-clean-s72/CALIBRATION_RESULT_BUNDLE.json
volume3968,Math,Qwen/Qwen2.5-7B-Instruct,clean,72,EVD,bpb,2.2365361927424425,63da1795466ab258cffd134f6b7817880bf047fc14535568cdc8f21a385d0c10,/mnt/hdfs/xwqu/five_component_multimodel_volume_validation_v1/batch03_qwen35_9_qwen25_olmo_gemma_n3968/results/node2/volume-mm-v1-qwen25-7b-n3968-clean-s72/CALIBRATION_RESULT_BUNDLE.json
volume3968,Math,Qwen/Qwen2.5-7B-Instruct,clean,72,PARA,gen,0.84,63da1795466ab258cffd134f6b7817880bf047fc14535568cdc8f21a385d0c10,/mnt/hdfs/xwqu/five_component_multimodel_volume_validation_v1/batch03_qwen35_9_qwen25_olmo_gemma_n3968/results/node2/volume-mm-v1-qwen25-7b-n3968-clean-s72/CALIBRATION_RESULT_BUNDLE.json
volume3968,Math,Qwen/Qwen2.5-7B-Instruct,clean,72,PARA,nll,4.005633545132768,63da1795466ab258cffd134f6b7817880bf047fc14535568cdc8f21a385d0c10,/mnt/hdfs/xwqu/five_component_multimodel_volume_validation_v1/batch03_qwen35_9_qwen25_olmo_gemma_n3968/results/node2/volume-mm-v1-qwen25-7b-n3968-clean-s72/CALIBRATION_RESULT_BUNDLE.json
volume3968,Math,Qwen/Qwen2.5-7B-Instruct,clean,72,PARA,bpb,2.1856316758400216,63da1795466ab258cffd134f6b7817880bf047fc14535568cdc8f21a385d0c10,/mnt/hdfs/xwqu/five_component_multimodel_volume_validation_v1/batch03_qwen35_9_qwen25_olmo_gemma_n3968/results/node2/volume-mm-v1-qwen25-7b-n3968-clean-s72/CALIBRATION_RESULT_BUNDLE.json
volume3968,Math,Qwen/Qwen2.5-7B-Instruct,clean,73,Clean,gen,0.8544,b377e276cb1b7e01720a71923119fd7b9271dc36b9f04697a12be1f6467e6471,/mnt/hdfs/xwqu/five_component_multimodel_volume_validation_v1/batch03_qwen35_9_qwen25_olmo_gemma_n3968/results/node1/volume-mm-v1-qwen25-7b-n3968-clean-s73/CALIBRATION_RESULT_BUNDLE.json
volume3968,Math,Qwen/Qwen2.5-7B-Instruct,clean,73,Clean,nll,4.090647980030246,b377e276cb1b7e01720a71923119fd7b9271dc36b9f04697a12be1f6467e6471,/mnt/hdfs/xwqu/five_component_multimodel_volume_validation_v1/batch03_qwen35_9_qwen25_olmo_gemma_n3968/results/node1/volume-mm-v1-qwen25-7b-n3968-clean-s73/CALIBRATION_RESULT_BUNDLE.json
volume3968,Math,Qwen/Qwen2.5-7B-Instruct,clean,73,Clean,bpb,2.2253872998208553,b377e276cb1b7e01720a71923119fd7b9271dc36b9f04697a12be1f6467e6471,/mnt/hdfs/xwqu/five_component_multimodel_volume_validation_v1/batch03_qwen35_9_qwen25_olmo_gemma_n3968/results/node1/volume-mm-v1-qwen25-7b-n3968-clean-s73/CALIBRATION_RESULT_BUNDLE.json
volume3968,Math,Qwen/Qwen2.5-7B-Instruct,clean,73,FMT,gen,0.2136,b377e276cb1b7e01720a71923119fd7b9271dc36b9f04697a12be1f6467e6471,/mnt/hdfs/xwqu/five_component_multimodel_volume_validation_v1/batch03_qwen35_9_qwen25_olmo_gemma_n3968/results/node1/volume-mm-v1-qwen25-7b-n3968-clean-s73/CALIBRATION_RESULT_BUNDLE.json
volume3968,Math,Qwen/Qwen2.5-7B-Instruct,clean,73,FMT,nll,1.4012149489979173,b377e276cb1b7e01720a71923119fd7b9271dc36b9f04697a12be1f6467e6471,/mnt/hdfs/xwqu/five_component_multimodel_volume_validation_v1/batch03_qwen35_9_qwen25_olmo_gemma_n3968/results/node1/volume-mm-v1-qwen25-7b-n3968-clean-s73/CALIBRATION_RESULT_BUNDLE.json
volume3968,Math,Qwen/Qwen2.5-7B-Instruct,clean,73,FMT,bpb,0.8526229695621707,b377e276cb1b7e01720a71923119fd7b9271dc36b9f04697a12be1f6467e6471,/mnt/hdfs/xwqu/five_component_multimodel_volume_validation_v1/batch03_qwen35_9_qwen25_olmo_gemma_n3968/results/node1/volume-mm-v1-qwen25-7b-n3968-clean-s73/CALIBRATION_RESULT_BUNDLE.json
volume3968,Math,Qwen/Qwen2.5-7B-Instruct,clean,73,ANS,gen,0.3614,b377e276cb1b7e01720a71923119fd7b9271dc36b9f04697a12be1f6467e6471,/mnt/hdfs/xwqu/five_component_multimodel_volume_validation_v1/batch03_qwen35_9_qwen25_olmo_gemma_n3968/results/node1/volume-mm-v1-qwen25-7b-n3968-clean-s73/CALIBRATION_RESULT_BUNDLE.json
volume3968,Math,Qwen/Qwen2.5-7B-Instruct,clean,73,ANS,nll,5.5208970259870735,b377e276cb1b7e01720a71923119fd7b9271dc36b9f04697a12be1f6467e6471,/mnt/hdfs/xwqu/five_component_multimodel_volume_validation_v1/batch03_qwen35_9_qwen25_olmo_gemma_n3968/results/node1/volume-mm-v1-qwen25-7b-n3968-clean-s73/CALIBRATION_RESULT_BUNDLE.json
volume3968,Math,Qwen/Qwen2.5-7B-Instruct,clean,73,ANS,bpb,1.2743953217040285,b377e276cb1b7e01720a71923119fd7b9271dc36b9f04697a12be1f6467e6471,/mnt/hdfs/xwqu/five_component_multimodel_volume_validation_v1/batch03_qwen35_9_qwen25_olmo_gemma_n3968/results/node1/volume-mm-v1-qwen25-7b-n3968-clean-s73/CALIBRATION_RESULT_BUNDLE.json
volume3968,Math,Qwen/Qwen2.5-7B-Instruct,clean,73,EVD,gen,0.7977,b377e276cb1b7e01720a71923119fd7b9271dc36b9f04697a12be1f6467e6471,/mnt/hdfs/xwqu/five_component_multimodel_volume_validation_v1/batch03_qwen35_9_qwen25_olmo_gemma_n3968/results/node1/volume-mm-v1-qwen25-7b-n3968-clean-s73/CALIBRATION_RESULT_BUNDLE.json
volume3968,Math,Qwen/Qwen2.5-7B-Instruct,clean,73,EVD,nll,4.077602085041305,b377e276cb1b7e01720a71923119fd7b9271dc36b9f04697a12be1f6467e6471,/mnt/hdfs/xwqu/five_component_multimodel_volume_validation_v1/batch03_qwen35_9_qwen25_olmo_gemma_n3968/results/node1/volume-mm-v1-qwen25-7b-n3968-clean-s73/CALIBRATION_RESULT_BUNDLE.json
volume3968,Math,Qwen/Qwen2.5-7B-Instruct,clean,73,EVD,bpb,2.2204901949610116,b377e276cb1b7e01720a71923119fd7b9271dc36b9f04697a12be1f6467e6471,/mnt/hdfs/xwqu/five_component_multimodel_volume_validation_v1/batch03_qwen35_9_qwen25_olmo_gemma_n3968/results/node1/volume-mm-v1-qwen25-7b-n3968-clean-s73/CALIBRATION_RESULT_BUNDLE.json
volume3968,Math,Qwen/Qwen2.5-7B-Instruct,clean,73,PARA,gen,0.82,b377e276cb1b7e01720a71923119fd7b9271dc36b9f04697a12be1f6467e6471,/mnt/hdfs/xwqu/five_component_multimodel_volume_validation_v1/batch03_qwen35_9_qwen25_olmo_gemma_n3968/results/node1/volume-mm-v1-qwen25-7b-n3968-clean-s73/CALIBRATION_RESULT_BUNDLE.json
volume3968,Math,Qwen/Qwen2.5-7B-Instruct,clean,73,PARA,nll,3.98295548592245,b377e276cb1b7e01720a71923119fd7b9271dc36b9f04697a12be1f6467e6471,/mnt/hdfs/xwqu/five_component_multimodel_volume_validation_v1/batch03_qwen35_9_qwen25_olmo_gemma_n3968/results/node1/volume-mm-v1-qwen25-7b-n3968-clean-s73/CALIBRATION_RESULT_BUNDLE.json
volume3968,Math,Qwen/Qwen2.5-7B-Instruct,clean,73,PARA,bpb,2.173795212670207,b377e276cb1b7e01720a71923119fd7b9271dc36b9f04697a12be1f6467e6471,/mnt/hdfs/xwqu/five_component_multimodel_volume_validation_v1/batch03_qwen35_9_qwen25_olmo_gemma_n3968/results/node1/volume-mm-v1-qwen25-7b-n3968-clean-s73/CALIBRATION_RESULT_BUNDLE.json
volume3968,Math,Qwen/Qwen2.5-7B-Instruct,selected_recipe,71,Clean,gen,0.8639,c34ab77e8d80388af8ab42b2097d6eaeca231379ecfdf131c6bdcfb9985ff981,/mnt/hdfs/xwqu/five_component_multimodel_volume_validation_v1/batch03_qwen35_9_qwen25_olmo_gemma_n3968/results/node3/volume-mm-v1-qwen25-7b-n3968-selected_recipe-s71/CALIBRATION_RESULT_BUNDLE.json
volume3968,Math,Qwen/Qwen2.5-7B-Instruct,selected_recipe,71,Clean,nll,4.261113780185845,c34ab77e8d80388af8ab42b2097d6eaeca231379ecfdf131c6bdcfb9985ff981,/mnt/hdfs/xwqu/five_component_multimodel_volume_validation_v1/batch03_qwen35_9_qwen25_olmo_gemma_n3968/results/node3/volume-mm-v1-qwen25-7b-n3968-selected_recipe-s71/CALIBRATION_RESULT_BUNDLE.json
volume3968,Math,Qwen/Qwen2.5-7B-Instruct,selected_recipe,71,Clean,bpb,2.316653545195401,c34ab77e8d80388af8ab42b2097d6eaeca231379ecfdf131c6bdcfb9985ff981,/mnt/hdfs/xwqu/five_component_multimodel_volume_validation_v1/batch03_qwen35_9_qwen25_olmo_gemma_n3968/results/node3/volume-mm-v1-qwen25-7b-n3968-selected_recipe-s71/CALIBRATION_RESULT_BUNDLE.json
volume3968,Math,Qwen/Qwen2.5-7B-Instruct,selected_recipe,71,FMT,gen,0.2042,c34ab77e8d80388af8ab42b2097d6eaeca231379ecfdf131c6bdcfb9985ff981,/mnt/hdfs/xwqu/five_component_multimodel_volume_validation_v1/batch03_qwen35_9_qwen25_olmo_gemma_n3968/results/node3/volume-mm-v1-qwen25-7b-n3968-selected_recipe-s71/CALIBRATION_RESULT_BUNDLE.json
volume3968,Math,Qwen/Qwen2.5-7B-Instruct,selected_recipe,71,FMT,nll,1.3941288133735539,c34ab77e8d80388af8ab42b2097d6eaeca231379ecfdf131c6bdcfb9985ff981,/mnt/hdfs/xwqu/five_component_multimodel_volume_validation_v1/batch03_qwen35_9_qwen25_olmo_gemma_n3968/results/node3/volume-mm-v1-qwen25-7b-n3968-selected_recipe-s71/CALIBRATION_RESULT_BUNDLE.json
volume3968,Math,Qwen/Qwen2.5-7B-Instruct,selected_recipe,71,FMT,bpb,0.8731090126315179,c34ab77e8d80388af8ab42b2097d6eaeca231379ecfdf131c6bdcfb9985ff981,/mnt/hdfs/xwqu/five_component_multimodel_volume_validation_v1/batch03_qwen35_9_qwen25_olmo_gemma_n3968/results/node3/volume-mm-v1-qwen25-7b-n3968-selected_recipe-s71/CALIBRATION_RESULT_BUNDLE.json
volume3968,Math,Qwen/Qwen2.5-7B-Instruct,selected_recipe,71,ANS,gen,0.3936,c34ab77e8d80388af8ab42b2097d6eaeca231379ecfdf131c6bdcfb9985ff981,/mnt/hdfs/xwqu/five_component_multimodel_volume_validation_v1/batch03_qwen35_9_qwen25_olmo_gemma_n3968/results/node3/volume-mm-v1-qwen25-7b-n3968-selected_recipe-s71/CALIBRATION_RESULT_BUNDLE.json
volume3968,Math,Qwen/Qwen2.5-7B-Instruct,selected_recipe,71,ANS,nll,5.527084151865457,c34ab77e8d80388af8ab42b2097d6eaeca231379ecfdf131c6bdcfb9985ff981,/mnt/hdfs/xwqu/five_component_multimodel_volume_validation_v1/batch03_qwen35_9_qwen25_olmo_gemma_n3968/results/node3/volume-mm-v1-qwen25-7b-n3968-selected_recipe-s71/CALIBRATION_RESULT_BUNDLE.json
volume3968,Math,Qwen/Qwen2.5-7B-Instruct,selected_recipe,71,ANS,bpb,1.2758235034355643,c34ab77e8d80388af8ab42b2097d6eaeca231379ecfdf131c6bdcfb9985ff981,/mnt/hdfs/xwqu/five_component_multimodel_volume_validation_v1/batch03_qwen35_9_qwen25_olmo_gemma_n3968/results/node3/volume-mm-v1-qwen25-7b-n3968-selected_recipe-s71/CALIBRATION_RESULT_BUNDLE.json
volume3968,Math,Qwen/Qwen2.5-7B-Instruct,selected_recipe,71,EVD,gen,0.8072,c34ab77e8d80388af8ab42b2097d6eaeca231379ecfdf131c6bdcfb9985ff981,/mnt/hdfs/xwqu/five_component_multimodel_volume_validation_v1/batch03_qwen35_9_qwen25_olmo_gemma_n3968/results/node3/volume-mm-v1-qwen25-7b-n3968-selected_recipe-s71/CALIBRATION_RESULT_BUNDLE.json
volume3968,Math,Qwen/Qwen2.5-7B-Instruct,selected_recipe,71,EVD,nll,4.261810193316828,c34ab77e8d80388af8ab42b2097d6eaeca231379ecfdf131c6bdcfb9985ff981,/mnt/hdfs/xwqu/five_component_multimodel_volume_validation_v1/batch03_qwen35_9_qwen25_olmo_gemma_n3968/results/node3/volume-mm-v1-qwen25-7b-n3968-selected_recipe-s71/CALIBRATION_RESULT_BUNDLE.json
volume3968,Math,Qwen/Qwen2.5-7B-Instruct,selected_recipe,71,EVD,bpb,2.3191769377990856,c34ab77e8d80388af8ab42b2097d6eaeca231379ecfdf131c6bdcfb9985ff981,/mnt/hdfs/xwqu/five_component_multimodel_volume_validation_v1/batch03_qwen35_9_qwen25_olmo_gemma_n3968/results/node3/volume-mm-v1-qwen25-7b-n3968-selected_recipe-s71/CALIBRATION_RESULT_BUNDLE.json
volume3968,Math,Qwen/Qwen2.5-7B-Instruct,selected_recipe,71,PARA,gen,0.84,c34ab77e8d80388af8ab42b2097d6eaeca231379ecfdf131c6bdcfb9985ff981,/mnt/hdfs/xwqu/five_component_multimodel_volume_validation_v1/batch03_qwen35_9_qwen25_olmo_gemma_n3968/results/node3/volume-mm-v1-qwen25-7b-n3968-selected_recipe-s71/CALIBRATION_RESULT_BUNDLE.json
volume3968,Math,Qwen/Qwen2.5-7B-Instruct,selected_recipe,71,PARA,nll,4.255410315827536,c34ab77e8d80388af8ab42b2097d6eaeca231379ecfdf131c6bdcfb9985ff981,/mnt/hdfs/xwqu/five_component_multimodel_volume_validation_v1/batch03_qwen35_9_qwen25_olmo_gemma_n3968/results/node3/volume-mm-v1-qwen25-7b-n3968-selected_recipe-s71/CALIBRATION_RESULT_BUNDLE.json
volume3968,Math,Qwen/Qwen2.5-7B-Instruct,selected_recipe,71,PARA,bpb,2.3224559156149773,c34ab77e8d80388af8ab42b2097d6eaeca231379ecfdf131c6bdcfb9985ff981,/mnt/hdfs/xwqu/five_component_multimodel_volume_validation_v1/batch03_qwen35_9_qwen25_olmo_gemma_n3968/results/node3/volume-mm-v1-qwen25-7b-n3968-selected_recipe-s71/CALIBRATION_RESULT_BUNDLE.json
volume3968,Math,Qwen/Qwen2.5-7B-Instruct,selected_recipe,72,Clean,gen,0.8677,ef9ac01ee3c94e5bb2e9365599e12404293f88e1b2ec785b8ed61b0220b85a5a,/mnt/hdfs/xwqu/five_component_multimodel_volume_validation_v1/batch03_qwen35_9_qwen25_olmo_gemma_n3968/results/node4/volume-mm-v1-qwen25-7b-n3968-selected_recipe-s72/CALIBRATION_RESULT_BUNDLE.json
volume3968,Math,Qwen/Qwen2.5-7B-Instruct,selected_recipe,72,Clean,nll,4.169829249356841,ef9ac01ee3c94e5bb2e9365599e12404293f88e1b2ec785b8ed61b0220b85a5a,/mnt/hdfs/xwqu/five_component_multimodel_volume_validation_v1/batch03_qwen35_9_qwen25_olmo_gemma_n3968/results/node4/volume-mm-v1-qwen25-7b-n3968-selected_recipe-s72/CALIBRATION_RESULT_BUNDLE.json
volume3968,Math,Qwen/Qwen2.5-7B-Instruct,selected_recipe,72,Clean,bpb,2.2668004499374583,ef9ac01ee3c94e5bb2e9365599e12404293f88e1b2ec785b8ed61b0220b85a5a,/mnt/hdfs/xwqu/five_component_multimodel_volume_validation_v1/batch03_qwen35_9_qwen25_olmo_gemma_n3968/results/node4/volume-mm-v1-qwen25-7b-n3968-selected_recipe-s72/CALIBRATION_RESULT_BUNDLE.json
volume3968,Math,Qwen/Qwen2.5-7B-Instruct,selected_recipe,72,FMT,gen,0.2042,ef9ac01ee3c94e5bb2e9365599e12404293f88e1b2ec785b8ed61b0220b85a5a,/mnt/hdfs/xwqu/five_component_multimodel_volume_validation_v1/batch03_qwen35_9_qwen25_olmo_gemma_n3968/results/node4/volume-mm-v1-qwen25-7b-n3968-selected_recipe-s72/CALIBRATION_RESULT_BUNDLE.json
volume3968,Math,Qwen/Qwen2.5-7B-Instruct,selected_recipe,72,FMT,nll,1.4577049934607529,ef9ac01ee3c94e5bb2e9365599e12404293f88e1b2ec785b8ed61b0220b85a5a,/mnt/hdfs/xwqu/five_component_multimodel_volume_validation_v1/batch03_qwen35_9_qwen25_olmo_gemma_n3968/results/node4/volume-mm-v1-qwen25-7b-n3968-selected_recipe-s72/CALIBRATION_RESULT_BUNDLE.json
volume3968,Math,Qwen/Qwen2.5-7B-Instruct,selected_recipe,72,FMT,bpb,0.9159744336396309,ef9ac01ee3c94e5bb2e9365599e12404293f88e1b2ec785b8ed61b0220b85a5a,/mnt/hdfs/xwqu/five_component_multimodel_volume_validation_v1/batch03_qwen35_9_qwen25_olmo_gemma_n3968/results/node4/volume-mm-v1-qwen25-7b-n3968-selected_recipe-s72/CALIBRATION_RESULT_BUNDLE.json
volume3968,Math,Qwen/Qwen2.5-7B-Instruct,selected_recipe,72,ANS,gen,0.4498,ef9ac01ee3c94e5bb2e9365599e12404293f88e1b2ec785b8ed61b0220b85a5a,/mnt/hdfs/xwqu/five_component_multimodel_volume_validation_v1/batch03_qwen35_9_qwen25_olmo_gemma_n3968/results/node4/volume-mm-v1-qwen25-7b-n3968-selected_recipe-s72/CALIBRATION_RESULT_BUNDLE.json
volume3968,Math,Qwen/Qwen2.5-7B-Instruct,selected_recipe,72,ANS,nll,5.608117558898855,ef9ac01ee3c94e5bb2e9365599e12404293f88e1b2ec785b8ed61b0220b85a5a,/mnt/hdfs/xwqu/five_component_multimodel_volume_validation_v1/batch03_qwen35_9_qwen25_olmo_gemma_n3968/results/node4/volume-mm-v1-qwen25-7b-n3968-selected_recipe-s72/CALIBRATION_RESULT_BUNDLE.json
volume3968,Math,Qwen/Qwen2.5-7B-Instruct,selected_recipe,72,ANS,bpb,1.2945285425513118,ef9ac01ee3c94e5bb2e9365599e12404293f88e1b2ec785b8ed61b0220b85a5a,/mnt/hdfs/xwqu/five_component_multimodel_volume_validation_v1/batch03_qwen35_9_qwen25_olmo_gemma_n3968/results/node4/volume-mm-v1-qwen25-7b-n3968-selected_recipe-s72/CALIBRATION_RESULT_BUNDLE.json
volume3968,Math,Qwen/Qwen2.5-7B-Instruct,selected_recipe,72,EVD,gen,0.8072,ef9ac01ee3c94e5bb2e9365599e12404293f88e1b2ec785b8ed61b0220b85a5a,/mnt/hdfs/xwqu/five_component_multimodel_volume_validation_v1/batch03_qwen35_9_qwen25_olmo_gemma_n3968/results/node4/volume-mm-v1-qwen25-7b-n3968-selected_recipe-s72/CALIBRATION_RESULT_BUNDLE.json
