stage,domain,model,arm,seed,group,metric,value,checkpoint_sha256,source
fixed18,Math,Qwen/Qwen3-8B,selected_recipe,71,PARA,nll,2.0439090366806236,52e97d8535976dab3be20b0988634ad4043de05779173df9741e94f7e909a332,/mnt/hdfs/xwqu/five_component_calibrated_repair_dev_v1/results/node1/five-confirm-v1-qwen3-8b-selected-s71/CALIBRATION_RESULT_BUNDLE.json
fixed18,Math,Qwen/Qwen3-8B,selected_recipe,71,PARA,bpb,1.1164217544718262,52e97d8535976dab3be20b0988634ad4043de05779173df9741e94f7e909a332,/mnt/hdfs/xwqu/five_component_calibrated_repair_dev_v1/results/node1/five-confirm-v1-qwen3-8b-selected-s71/CALIBRATION_RESULT_BUNDLE.json
fixed18,Math,Qwen/Qwen3-8B,selected_recipe,72,Clean,gen,0.8355,3a1ff4d675964181f811656f63ce8cc747e3e1bbbe20148ec6e20b1bfb2caebf,/mnt/hdfs/xwqu/five_component_calibrated_repair_dev_v1/results/node3/five-confirm-v1-qwen3-8b-selected-s72/CALIBRATION_RESULT_BUNDLE.json
fixed18,Math,Qwen/Qwen3-8B,selected_recipe,72,Clean,nll,1.9489553211497939,3a1ff4d675964181f811656f63ce8cc747e3e1bbbe20148ec6e20b1bfb2caebf,/mnt/hdfs/xwqu/five_component_calibrated_repair_dev_v1/results/node3/five-confirm-v1-qwen3-8b-selected-s72/CALIBRATION_RESULT_BUNDLE.json
fixed18,Math,Qwen/Qwen3-8B,selected_recipe,72,Clean,bpb,1.064914943050508,3a1ff4d675964181f811656f63ce8cc747e3e1bbbe20148ec6e20b1bfb2caebf,/mnt/hdfs/xwqu/five_component_calibrated_repair_dev_v1/results/node3/five-confirm-v1-qwen3-8b-selected-s72/CALIBRATION_RESULT_BUNDLE.json
fixed18,Math,Qwen/Qwen3-8B,selected_recipe,72,FMT,gen,0.2287,3a1ff4d675964181f811656f63ce8cc747e3e1bbbe20148ec6e20b1bfb2caebf,/mnt/hdfs/xwqu/five_component_calibrated_repair_dev_v1/results/node3/five-confirm-v1-qwen3-8b-selected-s72/CALIBRATION_RESULT_BUNDLE.json
fixed18,Math,Qwen/Qwen3-8B,selected_recipe,72,FMT,nll,1.335945124699104,3a1ff4d675964181f811656f63ce8cc747e3e1bbbe20148ec6e20b1bfb2caebf,/mnt/hdfs/xwqu/five_component_calibrated_repair_dev_v1/results/node3/five-confirm-v1-qwen3-8b-selected-s72/CALIBRATION_RESULT_BUNDLE.json
fixed18,Math,Qwen/Qwen3-8B,selected_recipe,72,FMT,bpb,0.8333017293698994,3a1ff4d675964181f811656f63ce8cc747e3e1bbbe20148ec6e20b1bfb2caebf,/mnt/hdfs/xwqu/five_component_calibrated_repair_dev_v1/results/node3/five-confirm-v1-qwen3-8b-selected-s72/CALIBRATION_RESULT_BUNDLE.json
fixed18,Math,Qwen/Qwen3-8B,selected_recipe,72,ANS,gen,0.4819,3a1ff4d675964181f811656f63ce8cc747e3e1bbbe20148ec6e20b1bfb2caebf,/mnt/hdfs/xwqu/five_component_calibrated_repair_dev_v1/results/node3/five-confirm-v1-qwen3-8b-selected-s72/CALIBRATION_RESULT_BUNDLE.json
fixed18,Math,Qwen/Qwen3-8B,selected_recipe,72,ANS,nll,3.258282886211663,3a1ff4d675964181f811656f63ce8cc747e3e1bbbe20148ec6e20b1bfb2caebf,/mnt/hdfs/xwqu/five_component_calibrated_repair_dev_v1/results/node3/five-confirm-v1-qwen3-8b-selected-s72/CALIBRATION_RESULT_BUNDLE.json
fixed18,Math,Qwen/Qwen3-8B,selected_recipe,72,ANS,bpb,0.7521133698801512,3a1ff4d675964181f811656f63ce8cc747e3e1bbbe20148ec6e20b1bfb2caebf,/mnt/hdfs/xwqu/five_component_calibrated_repair_dev_v1/results/node3/five-confirm-v1-qwen3-8b-selected-s72/CALIBRATION_RESULT_BUNDLE.json
fixed18,Math,Qwen/Qwen3-8B,selected_recipe,72,EVD,gen,0.6673,3a1ff4d675964181f811656f63ce8cc747e3e1bbbe20148ec6e20b1bfb2caebf,/mnt/hdfs/xwqu/five_component_calibrated_repair_dev_v1/results/node3/five-confirm-v1-qwen3-8b-selected-s72/CALIBRATION_RESULT_BUNDLE.json
fixed18,Math,Qwen/Qwen3-8B,selected_recipe,72,EVD,nll,1.9498577402898356,3a1ff4d675964181f811656f63ce8cc747e3e1bbbe20148ec6e20b1bfb2caebf,/mnt/hdfs/xwqu/five_component_calibrated_repair_dev_v1/results/node3/five-confirm-v1-qwen3-8b-selected-s72/CALIBRATION_RESULT_BUNDLE.json
fixed18,Math,Qwen/Qwen3-8B,selected_recipe,72,EVD,bpb,1.0685851622726867,3a1ff4d675964181f811656f63ce8cc747e3e1bbbe20148ec6e20b1bfb2caebf,/mnt/hdfs/xwqu/five_component_calibrated_repair_dev_v1/results/node3/five-confirm-v1-qwen3-8b-selected-s72/CALIBRATION_RESULT_BUNDLE.json
fixed18,Math,Qwen/Qwen3-8B,selected_recipe,72,PARA,gen,0.82,3a1ff4d675964181f811656f63ce8cc747e3e1bbbe20148ec6e20b1bfb2caebf,/mnt/hdfs/xwqu/five_component_calibrated_repair_dev_v1/results/node3/five-confirm-v1-qwen3-8b-selected-s72/CALIBRATION_RESULT_BUNDLE.json
fixed18,Math,Qwen/Qwen3-8B,selected_recipe,72,PARA,nll,2.040122143342312,3a1ff4d675964181f811656f63ce8cc747e3e1bbbe20148ec6e20b1bfb2caebf,/mnt/hdfs/xwqu/five_component_calibrated_repair_dev_v1/results/node3/five-confirm-v1-qwen3-8b-selected-s72/CALIBRATION_RESULT_BUNDLE.json
fixed18,Math,Qwen/Qwen3-8B,selected_recipe,72,PARA,bpb,1.114416334937639,3a1ff4d675964181f811656f63ce8cc747e3e1bbbe20148ec6e20b1bfb2caebf,/mnt/hdfs/xwqu/five_component_calibrated_repair_dev_v1/results/node3/five-confirm-v1-qwen3-8b-selected-s72/CALIBRATION_RESULT_BUNDLE.json
fixed18,Math,Qwen/Qwen3-8B,selected_recipe,73,Clean,gen,0.8204,9fcc03f046328542d5a521c2defef38de3eabcd662d9d4ff161f80bdc27f9cd0,/mnt/hdfs/xwqu/five_component_calibrated_repair_dev_v1/results/node4/five-confirm-v1-qwen3-8b-selected-s73/CALIBRATION_RESULT_BUNDLE.json
fixed18,Math,Qwen/Qwen3-8B,selected_recipe,73,Clean,nll,1.944073873788661,9fcc03f046328542d5a521c2defef38de3eabcd662d9d4ff161f80bdc27f9cd0,/mnt/hdfs/xwqu/five_component_calibrated_repair_dev_v1/results/node4/five-confirm-v1-qwen3-8b-selected-s73/CALIBRATION_RESULT_BUNDLE.json
fixed18,Math,Qwen/Qwen3-8B,selected_recipe,73,Clean,bpb,1.0621707085083818,9fcc03f046328542d5a521c2defef38de3eabcd662d9d4ff161f80bdc27f9cd0,/mnt/hdfs/xwqu/five_component_calibrated_repair_dev_v1/results/node4/five-confirm-v1-qwen3-8b-selected-s73/CALIBRATION_RESULT_BUNDLE.json
fixed18,Math,Qwen/Qwen3-8B,selected_recipe,73,FMT,gen,0.2287,9fcc03f046328542d5a521c2defef38de3eabcd662d9d4ff161f80bdc27f9cd0,/mnt/hdfs/xwqu/five_component_calibrated_repair_dev_v1/results/node4/five-confirm-v1-qwen3-8b-selected-s73/CALIBRATION_RESULT_BUNDLE.json
fixed18,Math,Qwen/Qwen3-8B,selected_recipe,73,FMT,nll,1.3515653229003608,9fcc03f046328542d5a521c2defef38de3eabcd662d9d4ff161f80bdc27f9cd0,/mnt/hdfs/xwqu/five_component_calibrated_repair_dev_v1/results/node4/five-confirm-v1-qwen3-8b-selected-s73/CALIBRATION_RESULT_BUNDLE.json
fixed18,Math,Qwen/Qwen3-8B,selected_recipe,73,FMT,bpb,0.8440493584708072,9fcc03f046328542d5a521c2defef38de3eabcd662d9d4ff161f80bdc27f9cd0,/mnt/hdfs/xwqu/five_component_calibrated_repair_dev_v1/results/node4/five-confirm-v1-qwen3-8b-selected-s73/CALIBRATION_RESULT_BUNDLE.json
fixed18,Math,Qwen/Qwen3-8B,selected_recipe,73,ANS,gen,0.4618,9fcc03f046328542d5a521c2defef38de3eabcd662d9d4ff161f80bdc27f9cd0,/mnt/hdfs/xwqu/five_component_calibrated_repair_dev_v1/results/node4/five-confirm-v1-qwen3-8b-selected-s73/CALIBRATION_RESULT_BUNDLE.json
fixed18,Math,Qwen/Qwen3-8B,selected_recipe,73,ANS,nll,3.2515095516194936,9fcc03f046328542d5a521c2defef38de3eabcd662d9d4ff161f80bdc27f9cd0,/mnt/hdfs/xwqu/five_component_calibrated_repair_dev_v1/results/node4/five-confirm-v1-qwen3-8b-selected-s73/CALIBRATION_RESULT_BUNDLE.json
fixed18,Math,Qwen/Qwen3-8B,selected_recipe,73,ANS,bpb,0.7505498728839265,9fcc03f046328542d5a521c2defef38de3eabcd662d9d4ff161f80bdc27f9cd0,/mnt/hdfs/xwqu/five_component_calibrated_repair_dev_v1/results/node4/five-confirm-v1-qwen3-8b-selected-s73/CALIBRATION_RESULT_BUNDLE.json
fixed18,Math,Qwen/Qwen3-8B,selected_recipe,73,EVD,gen,0.656,9fcc03f046328542d5a521c2defef38de3eabcd662d9d4ff161f80bdc27f9cd0,/mnt/hdfs/xwqu/five_component_calibrated_repair_dev_v1/results/node4/five-confirm-v1-qwen3-8b-selected-s73/CALIBRATION_RESULT_BUNDLE.json
fixed18,Math,Qwen/Qwen3-8B,selected_recipe,73,EVD,nll,1.9474610178667395,9fcc03f046328542d5a521c2defef38de3eabcd662d9d4ff161f80bdc27f9cd0,/mnt/hdfs/xwqu/five_component_calibrated_repair_dev_v1/results/node4/five-confirm-v1-qwen3-8b-selected-s73/CALIBRATION_RESULT_BUNDLE.json
fixed18,Math,Qwen/Qwen3-8B,selected_recipe,73,EVD,bpb,1.0672012406868163,9fcc03f046328542d5a521c2defef38de3eabcd662d9d4ff161f80bdc27f9cd0,/mnt/hdfs/xwqu/five_component_calibrated_repair_dev_v1/results/node4/five-confirm-v1-qwen3-8b-selected-s73/CALIBRATION_RESULT_BUNDLE.json
fixed18,Math,Qwen/Qwen3-8B,selected_recipe,73,PARA,gen,0.76,9fcc03f046328542d5a521c2defef38de3eabcd662d9d4ff161f80bdc27f9cd0,/mnt/hdfs/xwqu/five_component_calibrated_repair_dev_v1/results/node4/five-confirm-v1-qwen3-8b-selected-s73/CALIBRATION_RESULT_BUNDLE.json
fixed18,Math,Qwen/Qwen3-8B,selected_recipe,73,PARA,nll,2.041146550130076,9fcc03f046328542d5a521c2defef38de3eabcd662d9d4ff161f80bdc27f9cd0,/mnt/hdfs/xwqu/five_component_calibrated_repair_dev_v1/results/node4/five-confirm-v1-qwen3-8b-selected-s73/CALIBRATION_RESULT_BUNDLE.json
fixed18,Math,Qwen/Qwen3-8B,selected_recipe,73,PARA,bpb,1.1142571426983527,9fcc03f046328542d5a521c2defef38de3eabcd662d9d4ff161f80bdc27f9cd0,/mnt/hdfs/xwqu/five_component_calibrated_repair_dev_v1/results/node4/five-confirm-v1-qwen3-8b-selected-s73/CALIBRATION_RESULT_BUNDLE.json
fixed18,Math,meta-llama/Llama-3.1-8B-Instruct,selected_recipe,71,Clean,gen,0.7353,906ac19512d4720974d14e7033104108b47c2d619b244de35303b4003a44aeec,/mnt/hdfs/xwqu/five_component_calibrated_repair_dev_v1/results/node3/five-confirm-v1-llama31-8b-selected-s71/CALIBRATION_RESULT_BUNDLE.json
fixed18,Math,meta-llama/Llama-3.1-8B-Instruct,selected_recipe,71,Clean,nll,2.543656776728358,906ac19512d4720974d14e7033104108b47c2d619b244de35303b4003a44aeec,/mnt/hdfs/xwqu/five_component_calibrated_repair_dev_v1/results/node3/five-confirm-v1-llama31-8b-selected-s71/CALIBRATION_RESULT_BUNDLE.json
fixed18,Math,meta-llama/Llama-3.1-8B-Instruct,selected_recipe,71,Clean,bpb,1.1505012979899472,906ac19512d4720974d14e7033104108b47c2d619b244de35303b4003a44aeec,/mnt/hdfs/xwqu/five_component_calibrated_repair_dev_v1/results/node3/five-confirm-v1-llama31-8b-selected-s71/CALIBRATION_RESULT_BUNDLE.json
fixed18,Math,meta-llama/Llama-3.1-8B-Instruct,selected_recipe,71,FMT,gen,0.1531,906ac19512d4720974d14e7033104108b47c2d619b244de35303b4003a44aeec,/mnt/hdfs/xwqu/five_component_calibrated_repair_dev_v1/results/node3/five-confirm-v1-llama31-8b-selected-s71/CALIBRATION_RESULT_BUNDLE.json
fixed18,Math,meta-llama/Llama-3.1-8B-Instruct,selected_recipe,71,FMT,nll,1.0244197900100918,906ac19512d4720974d14e7033104108b47c2d619b244de35303b4003a44aeec,/mnt/hdfs/xwqu/five_component_calibrated_repair_dev_v1/results/node3/five-confirm-v1-llama31-8b-selected-s71/CALIBRATION_RESULT_BUNDLE.json
fixed18,Math,meta-llama/Llama-3.1-8B-Instruct,selected_recipe,71,FMT,bpb,0.4902003789988046,906ac19512d4720974d14e7033104108b47c2d619b244de35303b4003a44aeec,/mnt/hdfs/xwqu/five_component_calibrated_repair_dev_v1/results/node3/five-confirm-v1-llama31-8b-selected-s71/CALIBRATION_RESULT_BUNDLE.json
fixed18,Math,meta-llama/Llama-3.1-8B-Instruct,selected_recipe,71,ANS,gen,0.8715,906ac19512d4720974d14e7033104108b47c2d619b244de35303b4003a44aeec,/mnt/hdfs/xwqu/five_component_calibrated_repair_dev_v1/results/node3/five-confirm-v1-llama31-8b-selected-s71/CALIBRATION_RESULT_BUNDLE.json
fixed18,Math,meta-llama/Llama-3.1-8B-Instruct,selected_recipe,71,ANS,nll,3.3348871938547986,906ac19512d4720974d14e7033104108b47c2d619b244de35303b4003a44aeec,/mnt/hdfs/xwqu/five_component_calibrated_repair_dev_v1/results/node3/five-confirm-v1-llama31-8b-selected-s71/CALIBRATION_RESULT_BUNDLE.json
fixed18,Math,meta-llama/Llama-3.1-8B-Instruct,selected_recipe,71,ANS,bpb,0.7697960346397487,906ac19512d4720974d14e7033104108b47c2d619b244de35303b4003a44aeec,/mnt/hdfs/xwqu/five_component_calibrated_repair_dev_v1/results/node3/five-confirm-v1-llama31-8b-selected-s71/CALIBRATION_RESULT_BUNDLE.json
fixed18,Math,meta-llama/Llama-3.1-8B-Instruct,selected_recipe,71,EVD,gen,0.4972,906ac19512d4720974d14e7033104108b47c2d619b244de35303b4003a44aeec,/mnt/hdfs/xwqu/five_component_calibrated_repair_dev_v1/results/node3/five-confirm-v1-llama31-8b-selected-s71/CALIBRATION_RESULT_BUNDLE.json
fixed18,Math,meta-llama/Llama-3.1-8B-Instruct,selected_recipe,71,EVD,nll,2.5067022313658005,906ac19512d4720974d14e7033104108b47c2d619b244de35303b4003a44aeec,/mnt/hdfs/xwqu/five_component_calibrated_repair_dev_v1/results/node3/five-confirm-v1-llama31-8b-selected-s71/CALIBRATION_RESULT_BUNDLE.json
fixed18,Math,meta-llama/Llama-3.1-8B-Instruct,selected_recipe,71,EVD,bpb,1.1350042428841387,906ac19512d4720974d14e7033104108b47c2d619b244de35303b4003a44aeec,/mnt/hdfs/xwqu/five_component_calibrated_repair_dev_v1/results/node3/five-confirm-v1-llama31-8b-selected-s71/CALIBRATION_RESULT_BUNDLE.json
fixed18,Math,meta-llama/Llama-3.1-8B-Instruct,selected_recipe,71,PARA,gen,0.72,906ac19512d4720974d14e7033104108b47c2d619b244de35303b4003a44aeec,/mnt/hdfs/xwqu/five_component_calibrated_repair_dev_v1/results/node3/five-confirm-v1-llama31-8b-selected-s71/CALIBRATION_RESULT_BUNDLE.json
fixed18,Math,meta-llama/Llama-3.1-8B-Instruct,selected_recipe,71,PARA,nll,2.6030405668080783,906ac19512d4720974d14e7033104108b47c2d619b244de35303b4003a44aeec,/mnt/hdfs/xwqu/five_component_calibrated_repair_dev_v1/results/node3/five-confirm-v1-llama31-8b-selected-s71/CALIBRATION_RESULT_BUNDLE.json
fixed18,Math,meta-llama/Llama-3.1-8B-Instruct,selected_recipe,71,PARA,bpb,1.189936546822457,906ac19512d4720974d14e7033104108b47c2d619b244de35303b4003a44aeec,/mnt/hdfs/xwqu/five_component_calibrated_repair_dev_v1/results/node3/five-confirm-v1-llama31-8b-selected-s71/CALIBRATION_RESULT_BUNDLE.json
fixed18,Math,meta-llama/Llama-3.1-8B-Instruct,selected_recipe,72,Clean,gen,0.7221,cfb62213364ea4e4e6b04a41bf6839c96e59e588a95a0268481b54403a3a1ec0,/mnt/hdfs/xwqu/five_component_calibrated_repair_dev_v1/results/node4/five-confirm-v1-llama31-8b-selected-s72/CALIBRATION_RESULT_BUNDLE.json
fixed18,Math,meta-llama/Llama-3.1-8B-Instruct,selected_recipe,72,Clean,nll,2.554755048594214,cfb62213364ea4e4e6b04a41bf6839c96e59e588a95a0268481b54403a3a1ec0,/mnt/hdfs/xwqu/five_component_calibrated_repair_dev_v1/results/node4/five-confirm-v1-llama31-8b-selected-s72/CALIBRATION_RESULT_BUNDLE.json
fixed18,Math,meta-llama/Llama-3.1-8B-Instruct,selected_recipe,72,Clean,bpb,1.1553888109736923,cfb62213364ea4e4e6b04a41bf6839c96e59e588a95a0268481b54403a3a1ec0,/mnt/hdfs/xwqu/five_component_calibrated_repair_dev_v1/results/node4/five-confirm-v1-llama31-8b-selected-s72/CALIBRATION_RESULT_BUNDLE.json
fixed18,Math,meta-llama/Llama-3.1-8B-Instruct,selected_recipe,72,FMT,gen,0.1588,cfb62213364ea4e4e6b04a41bf6839c96e59e588a95a0268481b54403a3a1ec0,/mnt/hdfs/xwqu/five_component_calibrated_repair_dev_v1/results/node4/five-confirm-v1-llama31-8b-selected-s72/CALIBRATION_RESULT_BUNDLE.json
fixed18,Math,meta-llama/Llama-3.1-8B-Instruct,selected_recipe,72,FMT,nll,1.03190614148929,cfb62213364ea4e4e6b04a41bf6839c96e59e588a95a0268481b54403a3a1ec0,/mnt/hdfs/xwqu/five_component_calibrated_repair_dev_v1/results/node4/five-confirm-v1-llama31-8b-selected-s72/CALIBRATION_RESULT_BUNDLE.json
fixed18,Math,meta-llama/Llama-3.1-8B-Instruct,selected_recipe,72,FMT,bpb,0.49490793277664324,cfb62213364ea4e4e6b04a41bf6839c96e59e588a95a0268481b54403a3a1ec0,/mnt/hdfs/xwqu/five_component_calibrated_repair_dev_v1/results/node4/five-confirm-v1-llama31-8b-selected-s72/CALIBRATION_RESULT_BUNDLE.json
fixed18,Math,meta-llama/Llama-3.1-8B-Instruct,selected_recipe,72,ANS,gen,0.8233,cfb62213364ea4e4e6b04a41bf6839c96e59e588a95a0268481b54403a3a1ec0,/mnt/hdfs/xwqu/five_component_calibrated_repair_dev_v1/results/node4/five-confirm-v1-llama31-8b-selected-s72/CALIBRATION_RESULT_BUNDLE.json
fixed18,Math,meta-llama/Llama-3.1-8B-Instruct,selected_recipe,72,ANS,nll,3.5654519666941233,cfb62213364ea4e4e6b04a41bf6839c96e59e588a95a0268481b54403a3a1ec0,/mnt/hdfs/xwqu/five_component_calibrated_repair_dev_v1/results/node4/five-confirm-v1-llama31-8b-selected-s72/CALIBRATION_RESULT_BUNDLE.json
fixed18,Math,meta-llama/Llama-3.1-8B-Instruct,selected_recipe,72,ANS,bpb,0.8230175793403861,cfb62213364ea4e4e6b04a41bf6839c96e59e588a95a0268481b54403a3a1ec0,/mnt/hdfs/xwqu/five_component_calibrated_repair_dev_v1/results/node4/five-confirm-v1-llama31-8b-selected-s72/CALIBRATION_RESULT_BUNDLE.json
fixed18,Math,meta-llama/Llama-3.1-8B-Instruct,selected_recipe,72,EVD,gen,0.4688,cfb62213364ea4e4e6b04a41bf6839c96e59e588a95a0268481b54403a3a1ec0,/mnt/hdfs/xwqu/five_component_calibrated_repair_dev_v1/results/node4/five-confirm-v1-llama31-8b-selected-s72/CALIBRATION_RESULT_BUNDLE.json
fixed18,Math,meta-llama/Llama-3.1-8B-Instruct,selected_recipe,72,EVD,nll,2.5526911367895813,cfb62213364ea4e4e6b04a41bf6839c96e59e588a95a0268481b54403a3a1ec0,/mnt/hdfs/xwqu/five_component_calibrated_repair_dev_v1/results/node4/five-confirm-v1-llama31-8b-selected-s72/CALIBRATION_RESULT_BUNDLE.json
fixed18,Math,meta-llama/Llama-3.1-8B-Instruct,selected_recipe,72,EVD,bpb,1.1555295064659432,cfb62213364ea4e4e6b04a41bf6839c96e59e588a95a0268481b54403a3a1ec0,/mnt/hdfs/xwqu/five_component_calibrated_repair_dev_v1/results/node4/five-confirm-v1-llama31-8b-selected-s72/CALIBRATION_RESULT_BUNDLE.json
fixed18,Math,meta-llama/Llama-3.1-8B-Instruct,selected_recipe,72,PARA,gen,0.74,cfb62213364ea4e4e6b04a41bf6839c96e59e588a95a0268481b54403a3a1ec0,/mnt/hdfs/xwqu/five_component_calibrated_repair_dev_v1/results/node4/five-confirm-v1-llama31-8b-selected-s72/CALIBRATION_RESULT_BUNDLE.json
fixed18,Math,meta-llama/Llama-3.1-8B-Instruct,selected_recipe,72,PARA,nll,2.6071914983259825,cfb62213364ea4e4e6b04a41bf6839c96e59e588a95a0268481b54403a3a1ec0,/mnt/hdfs/xwqu/five_component_calibrated_repair_dev_v1/results/node4/five-confirm-v1-llama31-8b-selected-s72/CALIBRATION_RESULT_BUNDLE.json
fixed18,Math,meta-llama/Llama-3.1-8B-Instruct,selected_recipe,72,PARA,bpb,1.191237304185019,cfb62213364ea4e4e6b04a41bf6839c96e59e588a95a0268481b54403a3a1ec0,/mnt/hdfs/xwqu/five_component_calibrated_repair_dev_v1/results/node4/five-confirm-v1-llama31-8b-selected-s72/CALIBRATION_RESULT_BUNDLE.json
fixed18,Math,meta-llama/Llama-3.1-8B-Instruct,selected_recipe,73,Clean,gen,0.7259,e34890a4eea3848bd8bdb7f1982bceeb5e03291c062f6d48fb809069ae186fec,/mnt/hdfs/xwqu/five_component_calibrated_repair_dev_v1/results/node5/five-confirm-v1-llama31-8b-selected-s73/CALIBRATION_RESULT_BUNDLE.json
fixed18,Math,meta-llama/Llama-3.1-8B-Instruct,selected_recipe,73,Clean,nll,2.3854147148329226,e34890a4eea3848bd8bdb7f1982bceeb5e03291c062f6d48fb809069ae186fec,/mnt/hdfs/xwqu/five_component_calibrated_repair_dev_v1/results/node5/five-confirm-v1-llama31-8b-selected-s73/CALIBRATION_RESULT_BUNDLE.json
fixed18,Math,meta-llama/Llama-3.1-8B-Instruct,selected_recipe,73,Clean,bpb,1.079081298314267,e34890a4eea3848bd8bdb7f1982bceeb5e03291c062f6d48fb809069ae186fec,/mnt/hdfs/xwqu/five_component_calibrated_repair_dev_v1/results/node5/five-confirm-v1-llama31-8b-selected-s73/CALIBRATION_RESULT_BUNDLE.json
fixed18,Math,meta-llama/Llama-3.1-8B-Instruct,selected_recipe,73,FMT,gen,0.1626,e34890a4eea3848bd8bdb7f1982bceeb5e03291c062f6d48fb809069ae186fec,/mnt/hdfs/xwqu/five_component_calibrated_repair_dev_v1/results/node5/five-confirm-v1-llama31-8b-selected-s73/CALIBRATION_RESULT_BUNDLE.json
fixed18,Math,meta-llama/Llama-3.1-8B-Instruct,selected_recipe,73,FMT,nll,1.0445981609110537,e34890a4eea3848bd8bdb7f1982bceeb5e03291c062f6d48fb809069ae186fec,/mnt/hdfs/xwqu/five_component_calibrated_repair_dev_v1/results/node5/five-confirm-v1-llama31-8b-selected-s73/CALIBRATION_RESULT_BUNDLE.json
fixed18,Math,meta-llama/Llama-3.1-8B-Instruct,selected_recipe,73,FMT,bpb,0.5027017113293512,e34890a4eea3848bd8bdb7f1982bceeb5e03291c062f6d48fb809069ae186fec,/mnt/hdfs/xwqu/five_component_calibrated_repair_dev_v1/results/node5/five-confirm-v1-llama31-8b-selected-s73/CALIBRATION_RESULT_BUNDLE.json
fixed18,Math,meta-llama/Llama-3.1-8B-Instruct,selected_recipe,73,ANS,gen,0.7229,e34890a4eea3848bd8bdb7f1982bceeb5e03291c062f6d48fb809069ae186fec,/mnt/hdfs/xwqu/five_component_calibrated_repair_dev_v1/results/node5/five-confirm-v1-llama31-8b-selected-s73/CALIBRATION_RESULT_BUNDLE.json
fixed18,Math,meta-llama/Llama-3.1-8B-Instruct,selected_recipe,73,ANS,nll,3.5188495125197274,e34890a4eea3848bd8bdb7f1982bceeb5e03291c062f6d48fb809069ae186fec,/mnt/hdfs/xwqu/five_component_calibrated_repair_dev_v1/results/node5/five-confirm-v1-llama31-8b-selected-s73/CALIBRATION_RESULT_BUNDLE.json
fixed18,Math,meta-llama/Llama-3.1-8B-Instruct,selected_recipe,73,ANS,bpb,0.8122602786154811,e34890a4eea3848bd8bdb7f1982bceeb5e03291c062f6d48fb809069ae186fec,/mnt/hdfs/xwqu/five_component_calibrated_repair_dev_v1/results/node5/five-confirm-v1-llama31-8b-selected-s73/CALIBRATION_RESULT_BUNDLE.json
fixed18,Math,meta-llama/Llama-3.1-8B-Instruct,selected_recipe,73,EVD,gen,0.5142,e34890a4eea3848bd8bdb7f1982bceeb5e03291c062f6d48fb809069ae186fec,/mnt/hdfs/xwqu/five_component_calibrated_repair_dev_v1/results/node5/five-confirm-v1-llama31-8b-selected-s73/CALIBRATION_RESULT_BUNDLE.json
fixed18,Math,meta-llama/Llama-3.1-8B-Instruct,selected_recipe,73,EVD,nll,2.3670135625968607,e34890a4eea3848bd8bdb7f1982bceeb5e03291c062f6d48fb809069ae186fec,/mnt/hdfs/xwqu/five_component_calibrated_repair_dev_v1/results/node5/five-confirm-v1-llama31-8b-selected-s73/CALIBRATION_RESULT_BUNDLE.json
fixed18,Math,meta-llama/Llama-3.1-8B-Instruct,selected_recipe,73,EVD,bpb,1.0719251294647962,e34890a4eea3848bd8bdb7f1982bceeb5e03291c062f6d48fb809069ae186fec,/mnt/hdfs/xwqu/five_component_calibrated_repair_dev_v1/results/node5/five-confirm-v1-llama31-8b-selected-s73/CALIBRATION_RESULT_BUNDLE.json
fixed18,Math,meta-llama/Llama-3.1-8B-Instruct,selected_recipe,73,PARA,gen,0.76,e34890a4eea3848bd8bdb7f1982bceeb5e03291c062f6d48fb809069ae186fec,/mnt/hdfs/xwqu/five_component_calibrated_repair_dev_v1/results/node5/five-confirm-v1-llama31-8b-selected-s73/CALIBRATION_RESULT_BUNDLE.json
fixed18,Math,meta-llama/Llama-3.1-8B-Instruct,selected_recipe,73,PARA,nll,2.4646822324320676,e34890a4eea3848bd8bdb7f1982bceeb5e03291c062f6d48fb809069ae186fec,/mnt/hdfs/xwqu/five_component_calibrated_repair_dev_v1/results/node5/five-confirm-v1-llama31-8b-selected-s73/CALIBRATION_RESULT_BUNDLE.json
fixed18,Math,meta-llama/Llama-3.1-8B-Instruct,selected_recipe,73,PARA,bpb,1.1268133379603482,e34890a4eea3848bd8bdb7f1982bceeb5e03291c062f6d48fb809069ae186fec,/mnt/hdfs/xwqu/five_component_calibrated_repair_dev_v1/results/node5/five-confirm-v1-llama31-8b-selected-s73/CALIBRATION_RESULT_BUNDLE.json
fixed18,Math,Qwen/Qwen3-0.6B,clean,71,Clean,gen,0.5331,9ef1c85d7722c0cb137db247d31dfe0d91f1eaa1b848911995065a22317de974,/mnt/hdfs/xwqu/five_component_multimodel_multidomain_dev_v2/math/results/node1/five-math-v2-qwen3-06b-clean-s71/CALIBRATION_RESULT_BUNDLE.json
fixed18,Math,Qwen/Qwen3-0.6B,clean,71,Clean,nll,2.5736295796650155,9ef1c85d7722c0cb137db247d31dfe0d91f1eaa1b848911995065a22317de974,/mnt/hdfs/xwqu/five_component_multimodel_multidomain_dev_v2/math/results/node1/five-math-v2-qwen3-06b-clean-s71/CALIBRATION_RESULT_BUNDLE.json
